run,t_s,I,Q
39,0.00555,0.377700954,0.961945629
39,0.00556,0.142049065,0.892660717
39,0.00557,-0.335202147,0.922789652
39,0.00558,-0.451060651,0.929724414
39,0.00559,-0.717701225,0.528387335
39,0.0056,-0.90483447,0.443666927
39,0.00561,-0.919630582,0.224201666
39,0.00562,-1.08035923,-0.138806264
39,0.00563,-0.925749772,-0.544738766
39,0.00564,-0.624999711,-0.635160692
39,0.00565,-0.339931271,-0.997689878
39,0.00566,-0.0769080194,-0.926097912
39,0.00567,0.179386724,-0.998957207
39,0.00568,0.530275725,-0.899864403
39,0.00569,0.758151603,-0.637005842
39,0.0057,0.857277663,-0.346746622
39,0.00571,0.965074509,-0.0247704029
39,0.00572,1.08355773,0.114740188
39,0.00573,0.95452355,0.464203388
39,0.00574,0.594918227,0.816655771
39,0.00575,0.349745593,0.751956948
39,0.00576,0.0922832023,0.942692332
39,0.00577,-0.233896637,0.998994299
39,0.00578,-0.443549758,0.737144738
39,0.00579,-0.710417114,0.711126368
39,0.0058,-0.825950541,0.634537248
39,0.00581,-0.871950759,0.229699251
39,0.00582,-1.09549155,-0.0854950307
39,0.00583,-0.914483887,-0.381749466
39,0.00584,-0.83917774,-0.687948314
39,0.00585,-0.493916712,-1.02208623
39,0.00586,-0.154972117,-1.04756385
39,0.00587,0.208797221,-0.90138011
39,0.00588,0.547278557,-0.906538127
39,0.00589,0.712843847,-0.663455307
39,0.0059,0.888979766,-0.367048336
39,0.00591,1.04422267,-0.152160319
39,0.00592,0.983521277,0.222516439
39,0.00593,0.856307167,0.510085845
39,0.00594,0.676113532,0.710619041
39,0.00595,0.303528909,0.702712571
39,0.00596,0.264710523,1.0187717
39,0.00597,-0.183300257,1.02221136
39,0.00598,-0.43083088,0.782849901
39,0.00599,-0.764476838,0.674071446
39,0.006,-0.88687777,0.439060291
39,0.00601,-1.08185532,0.172506292
39,0.00602,-1.02030732,-0.152399742
39,0.00603,-0.88387631,-0.397624143
39,0.00604,-0.732908321,-0.819827785
39,0.00605,-0.411213137,-0.783203568
39,0.00606,-0.23855556,-1.02041982
39,0.00607,0.285410612,-0.971821032
39,0.00608,0.538435163,-0.803591607
39,0.00609,0.682385608,-0.747432548
39,0.0061,0.914019929,-0.372626463
39,0.00611,0.967977702,-0.080841254
39,0.00612,0.997073514,0.116648493
39,0.00613,0.87322894,0.440333195
39,0.00614,0.67192666,0.727647823
39,0.00615,0.458917434,0.970711825
39,0.00616,0.241317637,1.05493347
39,0.00617,-0.289269963,1.01988276
39,0.00618,-0.468755334,0.904330568
39,0.00619,-0.765540308,0.680866616
39,0.0062,-0.910762073,0.364711349
39,0.00621,-0.959769944,0.157491328
39,0.00622,-1.02115798,-0.349523768
39,0.00623,-0.942827491,-0.440149082
39,0.00624,-0.722137071,-0.756706393
39,0.00625,-0.467076971,-0.908107298
39,0.00626,-0.218601827,-1.03154329
39,0.00627,0.16822263,-0.971522198
39,0.00628,0.434049864,-0.771628102
39,0.00629,0.744050159,-0.672712433
39,0.0063,0.918991959,-0.573709707
39,0.00631,0.962186711,-0.177669704
39,0.00632,1.17324505,0.102445183
39,0.00633,0.771029797,0.452140986
39,0.00634,0.702222462,0.686314684
39,0.00635,0.44702936,0.685373449
39,0.00636,0.152074035,0.994530986
39,0.00637,-0.24738433,0.999148932
39,0.00638,-0.367198014,0.84393198
39,0.00639,-0.800113077,0.771949531
39,0.0064,-0.932505064,0.365249338
39,0.00641,-1.13401746,0.0853899386
39,0.00642,-0.936421588,-0.147800559
39,0.00643,-0.872267398,-0.494454239
39,0.00644,-0.730750697,-0.621690516
39,0.00645,-0.439218008,-0.91026282
39,0.00646,-0.239266723,-1.07098619
39,0.00647,0.166416963,-0.853562064
39,0.00648,0.488484867,-0.887386028
39,0.00649,0.777262925,-0.76593462
39,0.0065,0.792364918,-0.285833897
39,0.00651,1.03995426,-0.135922761
39,0.00652,1.00027111,0.257300376
39,0.00653,1.08020445,0.555594198
39,0.00654,0.747315262,0.624665441
39,0.00655,0.575378612,0.807300537
39,0.00656,0.137516696,1.09535925
39,0.00657,-0.10541404,0.956700335
39,0.00658,-0.553539121,0.835761343
39,0.00659,-0.72245161,0.554416027
39,0.0066,-0.932206446,0.508313299
39,0.00661,-0.880611385,0.192719307
39,0.00662,-0.946404911,-0.324048484
39,0.00663,-0.866911298,-0.403266344
39,0.00664,-0.79430086,-0.87329284
39,0.00665,-0.469583213,-0.947590559
39,0.00666,-0.0888198112,-0.995106942
39,0.00667,0.184443531,-0.849654981
39,0.00668,0.634792387,-0.848004288
39,0.00669,0.63393834,-0.615626448
39,0.0067,0.913770732,-0.437737924
39,0.00671,0.883483643,-0.0580402357
39,0.00672,0.978801734,0.251472665
39,0.00673,0.908490784,0.496712809
39,0.00674,0.691280716,0.760674013
39,0.00675,0.632203601,0.901203957
39,0.00676,0.159702396,0.875425463
39,0.00677,-0.274100059,1.04586201
39,0.00678,-0.470970386,0.760429704
39,0.00679,-0.66348227,0.712602182
39,0.0068,-0.789172598,0.414248265
39,0.00681,-0.982186402,0.0506202828
39,0.00682,-0.858928942,-0.215203992
39,0.00683,-0.828925594,-0.41202367
39,0.00684,-0.592179134,-0.834419896
39,0.00685,-0.487762199,-0.842457026
39,0.00686,-0.00800821729,-1.12566435
39,0.00687,0.363048645,-0.929104663
39,0.00688,0.551692584,-0.9078646
39,0.00689,0.781100709,-0.670943501
39,0.0069,0.894886638,-0.535107927
39,0.00691,1.03305427,-0.11051257
39,0.00692,0.929176027,0.174790746
39,0.00693,0.962094131,0.584154232
39,0.00694,0.828601349,0.822887382
39,0.00695,0.340734661,0.871483308
39,0.00696,0.0422246865,1.05464245
39,0.00697,-0.213372114,1.01569107
39,0.00698,-0.524153713,0.950117497
39,0.00699,-0.686238414,0.700376536
39,0.007,-0.967547748,0.43982683
39,0.00701,-1.00966613,0.221381041
39,0.00702,-1.03301915,-0.123146831
39,0.00703,-0.804380729,-0.474117232
39,0.00704,-0.570116743,-0.5820334
39,0.00705,-0.316918,-0.986234184
39,0.00706,-0.0669919166,-1.07912015
39,0.00707,0.108988174,-0.89767563
39,0.00708,0.360937466,-0.756454224
39,0.00709,0.674348317,-0.638575122
39,0.0071,0.917263967,-0.42757271
39,0.00711,1.07465162,-0.204142991
39,0.00712,0.959662121,0.176783207
39,0.00713,0.89073482,0.515012235
39,0.00714,0.75216845,0.818985142
39,0.00715,0.408614958,0.919783179
39,0.00716,0.228661597,0.982351769
39,0.00717,-0.214260294,0.950144662
39,0.00718,-0.617433353,0.787429829
39,0.00719,-0.761348455,0.667488816
39,0.0072,-0.786680732,0.4389115
39,0.00721,-1.02933557,0.258957086
39,0.00722,-1.00189611,-0.221971059
39,0.00723,-0.817962658,-0.486318907
39,0.00724,-0.614248978,-0.911048249
39,0.00725,-0.362400573,-0.873352013
39,0.00726,-0.0590900497,-0.939814361
39,0.00727,0.22325714,-1.12552171
39,0.00728,0.401925353,-0.818321642
39,0.00729,0.696632662,-0.821042708
39,0.0073,0.902264787,-0.392133425
39,0.00731,0.925682617,-0.116147123
39,0.00732,0.917456733,0.206589847
39,0.00733,0.875396747,0.491213107
39,0.00734,0.745138631,0.726817044
39,0.00735,0.337055771,0.86272265
39,0.00736,0.137992197,0.94608086
39,0.00737,-0.0397153468,0.983565214
39,0.00738,-0.359310589,0.828010239
39,0.00739,-0.717558739,0.663601263
39,0.0074,-0.976454863,0.426196327
39,0.00741,-1.11676692,0.151517089
39,0.00742,-0.950850969,-0.193897891
39,0.00743,-0.875548434,-0.419855438
39,0.00744,-0.79198939,-0.680447358
39,0.00745,-0.454335649,-0.875949853
39,0.00746,-0.150883543,-0.96806904
39,0.00747,0.154229314,-1.05126153
39,0.00748,0.523837933,-0.879616551
39,0.00749,0.734001636,-0.7102643
39,0.0075,0.95288001,-0.377168881
39,0.00751,0.924324974,-0.124790336
39,0.00752,1.11205121,0.173357506
39,0.00753,0.896775346,0.5118861
39,0.00754,0.689498592,0.752029342
39,0.00755,0.436328148,0.845501606
39,0.00756,0.0115273628,0.989507823
39,0.00757,-0.200680592,0.942788816
39,0.00758,-0.584875218,0.799205778
39,0.00759,-0.742305935,0.686882146
39,0.0076,-0.890606382,0.424093318
39,0.00761,-0.999739466,0.242224914
39,0.00762,-1.01959495,-0.0671768724
39,0.00763,-0.838860492,-0.53321667
39,0.00764,-0.673052062,-0.661925358
39,0.00765,-0.472664675,-0.853341365
39,0.00766,-0.0757838111,-1.06663597
39,0.00767,0.0820938673,-0.963481935
39,0.00768,0.410328411,-0.855142836
39,0.00769,0.871995849,-0.65535113
39,0.0077,0.887610994,-0.400835208
39,0.00771,0.993960673,-0.273892607
39,0.00772,0.9869181,0.130765448
39,0.00773,0.944132884,0.476416158
39,0.00774,0.772178767,0.759128197
39,0.00775,0.481086695,0.982778351
39,0.00776,0.113945156,1.15842868
39,0.00777,-0.178247757,0.930542664
39,0.00778,-0.483854038,0.968805197
39,0.00779,-0.738506727,0.705344178
39,0.0078,-0.984016967,0.375743219
39,0.00781,-1.01104892,0.120678747
39,0.00782,-0.930780815,-0.0708089853
39,0.00783,-0.831095754,-0.416554819
39,0.00784,-0.768646015,-0.677446049
39,0.00785,-0.431905715,-0.950605557
39,0.00786,-0.0813356155,-1.01286453
39,0.00787,0.1191126,-1.00857604
39,0.00788,0.51837019,-0.69889242
39,0.00789,0.766925252,-0.67062553
39,0.0079,0.914421743,-0.377223132
39,0.00791,0.922302669,-0.0133684166
39,0.00792,1.00124627,0.249661948
39,0.00793,0.934910053,0.445905721
39,0.00794,0.68761202,0.691094984
39,0.00795,0.562816456,0.816703213
39,0.00796,0.140751311,1.03246234
39,0.00797,-0.21082198,0.948511811
39,0.00798,-0.51986545,0.888311137
39,0.00799,-0.609820728,0.675326999
39,0.008,-0.823689192,0.462649422
39,0.00801,-1.08250706,0.0138582114
39,0.00802,-1.1232475,-0.106267364
39,0.00803,-0.768154803,-0.476885414
39,0.00804,-0.635156892,-0.855822373
39,0.00805,-0.399254005,-1.06357441
39,0.00806,-0.222963439,-0.902703187
39,0.00807,0.338636427,-1.03230642
39,0.00808,0.260252084,-0.929837002
39,0.00809,0.776127973,-0.757444398
39,0.0081,0.862592224,-0.401644895
39,0.00811,1.0800108,-0.0552448683
39,0.00812,1.00640521,0.170758603
39,0.00813,0.759040235,0.433978129
39,0.00814,0.68354394,0.818705826
39,0.00815,0.517113882,0.830259197
39,0.00816,0.176509894,0.930512295
39,0.00817,-0.0288121457,0.968354534
39,0.00818,-0.471159326,0.923839444
39,0.00819,-0.755890783,0.634897745
39,0.0082,-0.986097154,0.412716343
39,0.00821,-0.909637768,0.207240131
39,0.00822,-1.01555576,-0.227541646
39,0.00823,-0.984529991,-0.457510811
39,0.00824,-0.634793522,-0.80026469
39,0.00825,-0.487332187,-0.936403877
39,0.00826,-0.0861493114,-0.95815055
39,0.00827,0.127934545,-0.997237484
39,0.00828,0.312618722,-0.799749471
39,0.00829,0.852736576,-0.745641886
39,0.0083,0.888485014,-0.40492662
39,0.00831,0.987576769,-0.146734825
39,0.00832,0.928737565,0.217062884
39,0.00833,0.832217001,0.494965033
39,0.00834,0.680112727,0.742127692
39,0.00835,0.435715231,0.878964218
39,0.00836,0.145251183,0.923023983
39,0.00837,-0.200002631,1.01294063
39,0.00838,-0.415007446,0.936810639
39,0.00839,-0.661725421,0.640822162
39,0.0084,-1.03731024,0.500685348
39,0.00841,-0.931756862,0.22821627
39,0.00842,-0.994032004,-0.160285218
39,0.00843,-0.837217779,-0.513910037
39,0.00844,-0.672316147,-0.673463097
39,0.00845,-0.420213546,-1.02219448
39,0.00846,-0.149661274,-1.06851462
39,0.00847,0.200612804,-1.00516245
39,0.00848,0.543588861,-0.897693316
39,0.00849,0.61330485,-0.712479513
39,0.0085,0.940385046,-0.292789662
39,0.00851,1.08945653,-0.235963675
39,0.00852,1.11248852,0.358876299
39,0.00853,0.915475726,0.435900633
39,0.00854,0.705393782,0.661092115
39,0.00855,0.438782052,0.832025212
39,0.00856,0.172631482,1.05472405
39,0.00857,-0.262334433,0.940770909
39,0.00858,-0.530631872,0.938119796
39,0.00859,-0.64565409,0.671025621
39,0.0086,-0.998845957,0.389420299
39,0.00861,-1.04572214,0.158050274
39,0.00862,-0.995448586,-0.233564221
39,0.00863,-0.944150334,-0.500986662
39,0.00864,-0.610660204,-0.733237976
39,0.00865,-0.478283828,-1.00238404
39,0.00866,-0.150850364,-0.89069595
39,0.00867,0.223104499,-0.963287844
39,0.00868,0.487701466,-0.857215363
39,0.00869,0.832634969,-0.700853554
39,0.0087,0.8866025,-0.595470749
39,0.00871,0.973324357,-0.153925571
39,0.00872,1.02097816,0.103505753
39,0.00873,0.869508465,0.438419296
39,0.00874,0.650318427,0.738216318
39,0.00875,0.40075228,0.877931229
39,0.00876,0.0684549042,1.09924303
39,0.00877,-0.18924881,0.857021483
39,0.00878,-0.462614549,0.890098082
39,0.00879,-0.676051903,0.779731699
39,0.0088,-0.879427569,0.445793785
39,0.00881,-0.990517099,0.181733414
39,0.00882,-0.997860954,-0.0772087796
39,0.00883,-0.857614647,-0.404277428
39,0.00884,-0.648980358,-0.76865341
39,0.00885,-0.485759404,-0.839034653
39,0.00886,-0.0521615584,-1.01607315
39,0.00887,0.161801615,-0.890044962
39,0.00888,0.374924386,-0.884024157
39,0.00889,0.63591195,-0.687983982
39,0.0089,0.963239895,-0.539649726
39,0.00891,1.02434754,-0.152749983
39,0.00892,0.942091903,0.137966137
39,0.00893,0.882993684,0.516884046
39,0.00894,0.766460421,0.73955682
39,0.00895,0.461626536,0.882067836
39,0.00896,0.16357292,1.01234301
39,0.00897,-0.127122298,1.01421538
39,0.00898,-0.557783719,0.869450179
39,0.00899,-0.652910317,0.788801772
39,0.009,-0.975382964,0.502499083
39,0.00901,-0.99580136,0.137780908
39,0.00902,-0.859251281,-0.101769822
39,0.00903,-0.855720071,-0.469758539
39,0.00904,-0.536140306,-0.835889642
39,0.00905,-0.55702177,-0.820939035
39,0.00906,0.0341382086,-0.974115788
39,0.00907,0.120139434,-0.886472071
39,0.00908,0.400992844,-0.911493687
39,0.00909,0.610596206,-0.595709763
39,0.0091,0.908063412,-0.453007484
39,0.00911,1.08384241,-0.127188702
39,0.00912,0.948720143,0.149416091
39,0.00913,0.905340877,0.396915469
39,0.00914,0.696949091,0.828265595
39,0.00915,0.371726364,0.869560158
39,0.00916,0.121019253,1.03457849
39,0.00917,-0.241281049,1.06916475
39,0.00918,-0.485127426,0.858602421
39,0.00919,-0.557896243,0.824664254
39,0.0092,-0.882046037,0.413369933
39,0.00921,-1.00004709,0.239820973
39,0.00922,-0.93238874,-0.108215283
39,0.00923,-0.889448661,-0.490429345
39,0.00924,-0.581972369,-0.764973044
39,0.00925,-0.501042794,-0.959820519
39,0.00926,-0.112517124,-0.923232235
39,0.00927,0.14216059,-0.888745539
39,0.00928,0.60866633,-0.906486023
39,0.00929,0.733131199,-0.696242427
39,0.0093,0.885213469,-0.426002803
39,0.00931,1.01628283,-0.0511247611
39,0.00932,0.90116242,0.0958909379
39,0.00933,0.859250226,0.452245134
39,0.00934,0.61723306,0.848112201
39,0.00935,0.472771694,0.805059253
39,0.00936,0.0251915891,0.97234836
39,0.00937,-0.278316095,0.950486482
39,0.00938,-0.450001734,0.843585515
39,0.00939,-0.788659495,0.681513378
39,0.0094,-0.78908848,0.451084264
39,0.00941,-1.0125755,0.31500918
39,0.00942,-1.07372618,-0.0386986598
39,0.00943,-0.929906383,-0.355385373
39,0.00944,-0.822867232,-0.723519989
39,0.00945,-0.399320777,-0.902159439
39,0.00946,-0.0814342702,-1.10581238
39,0.00947,0.173900115,-0.918447104
39,0.00948,0.491263196,-0.861565354
39,0.00949,0.700550011,-0.617062934
39,0.0095,0.982609085,-0.416543045
39,0.00951,0.98610782,-0.128067366
39,0.00952,0.98677179,0.210160939
39,0.00953,0.899151828,0.443444251
39,0.00954,0.734909247,0.682290578
39,0.00955,0.520027463,1.08223052
39,0.00956,0.0647783693,1.1311402
39,0.00957,-0.245348766,0.922797433
39,0.00958,-0.578779414,0.775367213
39,0.00959,-0.662414177,0.676223713
39,0.0096,-0.848701526,0.422947542
39,0.00961,-1.000746,0.282718449
39,0.00962,-1.05499978,-0.326063225
39,0.00963,-0.897370703,-0.514235749
39,0.00964,-0.684123603,-0.61402328
39,0.00965,-0.387489225,-0.850501066
39,0.00966,-0.13582004,-0.863385142
39,0.00967,0.206465984,-0.971497202
39,0.00968,0.426780791,-0.899055256
39,0.00969,0.729683916,-0.788882357
39,0.0097,0.985245373,-0.322319143
39,0.00971,0.889855461,0.0153047714
39,0.00972,0.975131564,0.27696016
39,0.00973,0.77104698,0.605601698
39,0.00974,0.679514823,0.679337313
39,0.00975,0.470098659,0.892966278
39,0.00976,0.128618445,0.926426196
39,0.00977,-0.245992625,0.965720958
39,0.00978,-0.469748612,0.76984218
39,0.00979,-0.665266281,0.730784011
39,0.0098,-0.855860493,0.360470266
39,0.00981,-0.956278445,0.0932051367
39,0.00982,-0.975819204,-0.198856917
39,0.00983,-0.854076348,-0.580368331
39,0.00984,-0.787172587,-0.647443736
39,0.00985,-0.393262151,-0.813295906
39,0.00986,-0.242188666,-0.996838815
39,0.00987,0.103907222,-0.995291671
39,0.00988,0.459791616,-0.802156827
39,0.00989,0.739938982,-0.722425982
39,0.0099,0.807730133,-0.571932897
39,0.00991,0.918968508,-0.095673759
39,0.00992,1.00405111,0.0444143869
39,0.00993,0.885643633,0.46302404
39,0.00994,0.711458795,0.720616488
39,0.00995,0.428851957,0.94311425
39,0.00996,0.226019764,0.956564598
39,0.00997,-0.134956533,1.03092655
39,0.00998,-0.564108569,0.86781997
39,0.00999,-0.703657806,0.716170815
40,0,0.531725137,-0.922783787
40,1e-05,0.782585442,-0.613582109
40,2e-05,0.842988231,-0.565378642
40,3e-05,0.863232538,-0.16436761
40,4e-05,1.01040164,0.0262983139
40,5e-05,0.820553841,0.58924243
40,6e-05,0.666051208,0.649407347
40,7e-05,0.509801217,0.802657585
40,8e-05,0.167677113,1.04385404
40,9e-05,-0.232006233,1.03387485
40,0.0001,-0.525018573,0.912911112
40,0.00011,-0.782427715,0.682569546
40,0.00012,-0.9278878,0.499087222
40,0.00013,-0.9284435,0.209179299
40,0.00014,-0.95571712,-0.211815608
40,0.00015,-0.881299729,-0.378651942
40,0.00016,-0.715204379,-0.693380722
40,0.00017,-0.526481787,-0.943553901
40,0.00018,-0.0705365325,-0.912954822
40,0.00019,0.0897370273,-0.896384569
40,0.0002,0.467647222,-0.839815392
40,0.00021,0.775701261,-0.638607159
40,0.00022,0.992102439,-0.499453048
40,0.00023,0.93136424,-0.206996497
40,0.00024,0.801329601,0.175948326
40,0.00025,0.891498092,0.564651707
40,0.00026,0.787914152,0.731807639
40,0.00027,0.656703752,0.952725327
40,0.00028,0.287244703,1.00693582
40,0.00029,-0.128894205,1.10227366
40,0.0003,-0.474429116,0.964824023
40,0.00031,-0.529227722,0.776496721
40,0.00032,-0.780637028,0.368923717
40,0.00033,-0.973995293,0.184770165
40,0.00034,-1.04654717,-0.289003845
40,0.00035,-0.972421738,-0.359375348
40,0.00036,-0.789964773,-0.651579555
40,0.00037,-0.580431631,-0.9370872
40,0.00038,-0.246362318,-1.05520396
40,0.00039,0.189060698,-0.895641626
40,0.0004,0.517559213,-0.832598673
40,0.00041,0.862221178,-0.702900899
40,0.00042,0.815634705,-0.483672765
40,0.00043,0.950705184,-0.330631068
40,0.00044,0.887063407,0.173084019
40,0.00045,0.981865898,0.479772944
40,0.00046,0.639271467,0.758306598
40,0.00047,0.451490886,0.953608055
40,0.00048,0.108743036,0.954835294
40,0.00049,0.00254611775,0.987719038
40,0.0005,-0.545825119,0.960000074
40,0.00051,-0.770372348,0.712821735
40,0.00052,-0.968821453,0.414393354
40,0.00053,-0.923704263,0.185929329
40,0.00054,-0.925312308,-0.228508443
40,0.00055,-0.887475783,-0.390952299
40,0.00056,-0.710467228,-0.635612376
40,0.00057,-0.526474658,-0.763444802
40,0.00058,-0.212244971,-1.00556706
40,0.00059,0.135755289,-1.03202108
40,0.0006,0.506823884,-0.956161446
40,0.00061,0.70842569,-0.72911391
40,0.00062,0.931854941,-0.643117015
40,0.00063,0.940493679,-0.316804663
40,0.00064,0.943482196,0.192844702
40,0.00065,0.812850547,0.482157062
40,0.00066,0.764933777,0.797394733
40,0.00067,0.466123067,0.880416062
40,0.00068,0.262489841,1.07631958
40,0.00069,-0.239113373,1.06872991
40,0.0007,-0.304532388,0.917815116
40,0.00071,-0.711719747,0.725469478
40,0.00072,-0.9732331,0.438751138
40,0.00073,-0.975271664,0.261731504
40,0.00074,-1.02667725,-0.0902976981
40,0.00075,-0.810333296,-0.467018929
40,0.00076,-0.798970439,-0.553751812
40,0.00077,-0.462530969,-0.846232378
40,0.00078,-0.282619141,-0.990205537
40,0.00079,0.254853401,-0.946960567
40,0.0008,0.423847998,-0.80632965
40,0.00081,0.692198254,-0.668152788
40,0.00082,0.952977197,-0.498956132
40,0.00083,0.893596057,-0.192979864
40,0.00084,1.04440878,0.157062997
40,0.00085,0.805384434,0.481020263
40,0.00086,0.769446342,0.777866107
40,0.00087,0.412431816,0.806530247
40,0.00088,0.163580139,1.02009575
40,0.00089,-0.115123626,0.982667436
40,0.0009,-0.319314232,0.889426435
40,0.00091,-0.854464552,0.67310089
40,0.00092,-0.941873333,0.319604803
40,0.00093,-0.85669611,0.087369635
40,0.00094,-0.878091568,-0.215266302
40,0.00095,-0.893999841,-0.513917334
40,0.00096,-0.739616434,-0.7472406
40,0.00097,-0.56909044,-0.859951708
40,0.00098,-0.150460333,-1.02699002
40,0.00099,0.109477978,-1.06009188
40,0.001,0.294364952,-0.868325918
40,0.00101,0.711534464,-0.653375482
40,0.00102,0.962505585,-0.384998842
40,0.00103,1.04428872,-0.193757938
40,0.00104,0.863785953,0.187118739
40,0.00105,0.861215436,0.414690841
40,0.00106,0.729203683,0.674220729
40,0.00107,0.45073621,0.860269374
40,0.00108,0.0479605826,1.01275283
40,0.00109,-0.109605698,1.02421301
40,0.0011,-0.576382396,0.927495944
40,0.00111,-0.629518518,0.711331453
40,0.00112,-0.994842849,0.471572815
40,0.00113,-1.02247668,0.0957644791
40,0.00114,-0.968876584,-0.110655423
40,0.00115,-0.964028417,-0.552506232
40,0.00116,-0.724246225,-0.597738384
40,0.00117,-0.46716515,-0.943778975
40,0.00118,-0.0875025522,-1.06211412
40,0.00119,0.180180617,-0.994604721
40,0.0012,0.396220094,-0.924336275
40,0.00121,0.712879016,-0.661043438
40,0.00122,0.870952305,-0.442810256
40,0.00123,0.957281543,-0.18420001
40,0.00124,1.12746347,0.127668119
40,0.00125,0.911661885,0.565445858
40,0.00126,0.645033576,0.606033546
40,0.00127,0.45296198,1.01965038
40,0.00128,0.101413747,1.00915253
40,0.00129,-0.25668254,1.01291959
40,0.0013,-0.538670742,0.957630966
40,0.00131,-0.657535622,0.726290295
40,0.00132,-0.883100737,0.420321848
40,0.00133,-0.912751613,0.191664548
40,0.00134,-1.0024915,-0.0893131871
40,0.00135,-0.739897464,-0.397844229
40,0.00136,-0.703637596,-0.694508932
40,0.00137,-0.470250863,-0.823940815
40,0.00138,-0.13813456,-0.993190066
40,0.00139,0.162863066,-0.906246721
40,0.0014,0.372000467,-1.09110089
40,0.00141,0.703906481,-0.682813292
40,0.00142,0.918791628,-0.491204625
40,0.00143,1.06877912,-0.236624317
40,0.00144,0.988175141,0.137644077
40,0.00145,0.857714878,0.535733087
40,0.00146,0.712571027,0.647725678
40,0.00147,0.443050316,0.877993338
40,0.00148,0.280525376,1.12753425
40,0.00149,-0.0992147793,1.16689746
40,0.0015,-0.453150395,1.05632649
40,0.00151,-0.584787464,0.741530485
40,0.00152,-0.869592187,0.521914951
40,0.00153,-0.97048496,0.139718923
40,0.00154,-0.940243221,-0.0510777422
40,0.00155,-0.96029465,-0.481597049
40,0.00156,-0.821520394,-0.895494016
40,0.00157,-0.497053445,-0.973381667
40,0.00158,-0.0994229055,-0.955160996
40,0.00159,0.10280755,-0.962980593
40,0.0016,0.397671782,-1.09001123
40,0.00161,0.65933441,-0.83489486
40,0.00162,0.889302473,-0.265262093
40,0.00163,0.947913806,-0.186184729
40,0.00164,1.01655359,-0.0452105703
40,0.00165,0.826372853,0.38892842
40,0.00166,0.697488437,0.668078385
40,0.00167,0.417889774,0.893520631
40,0.00168,0.119656071,1.08251169
40,0.00169,-0.179476441,0.938511324
40,0.0017,-0.602797357,0.833619893
40,0.00171,-0.77674581,0.759626856
40,0.00172,-0.927732974,0.342459917
40,0.00173,-1.0066753,0.164734689
40,0.00174,-1.04940081,-0.200093774
40,0.00175,-0.837252946,-0.450704671
40,0.00176,-0.766115949,-0.744537033
40,0.00177,-0.362199613,-0.818834514
40,0.00178,-0.30630562,-0.966592848
40,0.00179,0.232628532,-0.910196969
40,0.0018,0.512904016,-0.947263323
40,0.00181,0.724076522,-0.656642628
40,0.00182,0.792569567,-0.407069164
40,0.00183,0.919015802,-0.102506052
40,0.00184,0.9599102,0.0661755223
40,0.00185,0.982628722,0.354903061
40,0.00186,0.682629417,0.662592982
40,0.00187,0.489614152,0.731376219
40,0.00188,0.0826576896,0.972410703
40,0.00189,-0.283198997,0.904547408
40,0.0019,-0.481660921,0.820133701
40,0.00191,-0.749695411,0.743570958
40,0.00192,-0.770599187,0.434568996
40,0.00193,-1.08794343,0.281290148
40,0.00194,-0.986278933,-0.128334821
40,0.00195,-0.804520402,-0.478508088
40,0.00196,-0.721879903,-0.772011651
40,0.00197,-0.425259557,-0.979510929
40,0.00198,-0.105968521,-1.00979566
40,0.00199,0.124987967,-0.961846161
40,0.002,0.50671526,-0.839736157
40,0.00201,0.802297679,-0.762482149
40,0.00202,0.85329929,-0.41948225
40,0.00203,1.09130468,-0.123457557
40,0.00204,0.915219141,0.0786141067
40,0.00205,0.92311494,0.527986951
40,0.00206,0.69059386,0.667933833
40,0.00207,0.499868858,0.757469654
40,0.00208,0.126526825,1.04685243
40,0.00209,-0.137864987,0.950080735
40,0.0021,-0.415688715,0.929306253
40,0.00211,-0.715174294,0.818949647
40,0.00212,-0.752456442,0.461424302
40,0.00213,-0.910945789,0.111364078
40,0.00214,-0.960376941,-0.162792087
40,0.00215,-0.832663655,-0.431728591
40,0.00216,-0.656251885,-0.699474646
40,0.00217,-0.485658143,-0.930258584
40,0.00218,-0.139957442,-0.995233755
40,0.00219,0.210102299,-1.08639544
40,0.0022,0.529699194,-0.85307422
40,0.00221,0.754818899,-0.649594845
40,0.00222,0.7630148,-0.428139456
40,0.00223,0.994223941,-0.0980215399
40,0.00224,0.947103928,0.175998267
40,0.00225,0.854750127,0.555046702
40,0.00226,0.83105504,0.772525776
40,0.00227,0.476669173,1.04930954
40,0.00228,0.113512504,1.03781449
40,0.00229,-0.167519538,0.846701397
40,0.0023,-0.450655335,0.791202224
40,0.00231,-0.731849834,0.810023152
40,0.00232,-0.862900453,0.540065022
40,0.00233,-0.90398572,0.242109927
40,0.00234,-1.01787127,-0.0265062793
40,0.00235,-0.917842844,-0.290321609
40,0.00236,-0.801576476,-0.675203632
40,0.00237,-0.537924138,-0.940445458
40,0.00238,-0.114227508,-1.00638871
40,0.00239,0.0857928661,-0.90352083
40,0.0024,0.510049221,-0.845710944
40,0.00241,0.81575146,-0.583546345
40,0.00242,0.9214129,-0.514583242
40,0.00243,1.03390258,-0.227756407
40,0.00244,0.948176262,0.147067079
40,0.00245,0.844960939,0.44744902
40,0.00246,0.681661901,0.679340875
40,0.00247,0.452453198,1.00959651
40,0.00248,0.194172325,0.89963028
40,0.00249,-0.0440836025,1.07422642
40,0.0025,-0.523287435,0.954785794
40,0.00251,-0.621509098,0.870252148
