condition,t_s,p1_I,p1_Q,p2_I,p2_Q,p3_I,p3_Q,wide_I,wide_Q
coherent_short,0.01404,0.693067651,-0.857899148,0.623447246,-0.904178844,0.618299848,-0.637341706,-0.040008823,0.160315114
coherent_short,0.01405,0.864061285,-0.468393328,0.779574993,-0.819151669,0.891001479,-0.760450305,-0.00851516216,0.0244941006
coherent_short,0.01406,1.15140114,-0.388096142,0.907235079,-0.38908429,1.07039956,-0.546792846,0.144477588,-0.142000537
coherent_short,0.01407,0.97386222,-0.138162714,1.19687258,-0.147837439,0.970381222,0.0533300744,0.0265781898,-0.0521339218
coherent_short,0.01408,0.89938183,0.428848948,0.8552906,0.095360329,0.858160884,0.256984948,0.170600875,0.0346896189
coherent_short,0.01409,0.84614034,0.57962902,0.939343356,0.585250195,0.802135031,0.50581209,0.0597474254,-0.0663701627
coherent_short,0.0141,0.521823877,1.00797514,0.619915865,0.817642218,0.727093003,0.888679478,-0.0343340766,-0.11403943
coherent_short,0.01411,0.570643231,0.919674415,0.392733854,0.948561611,0.455211218,0.970682785,0.0896046582,0.169542149
coherent_short,0.01412,-0.012299311,0.678280543,-0.131570391,0.904067315,0.102593077,0.931776093,0.286308295,-0.0413821944
coherent_short,0.01413,-0.19416534,0.862098101,-0.106978187,0.938892245,-0.191212637,0.956928961,-0.0861175066,0.0342025234
coherent_short,0.01414,-0.698587502,0.843036785,-0.551449609,0.822928661,-0.783207105,0.924978342,0.150524643,0.301350254
coherent_short,0.01415,-0.610313223,0.672700716,-0.805574733,0.553596412,-0.682613591,0.840626035,-0.0134323684,-0.108081905
coherent_short,0.01416,-0.923082667,0.317723805,-0.983095678,0.301479528,-0.919727722,0.287548126,0.0171916059,-0.102030996
coherent_short,0.01417,-1.02825617,0.129902664,-0.982032936,0.156960401,-0.738160297,-0.196134255,-0.0306259148,-0.173016213
coherent_short,0.01418,-1.00133819,-0.114041433,-1.18821186,-0.387530137,-1.06388295,-0.384902989,0.0745402482,-0.0793225918
coherent_short,0.01419,-0.906540057,-0.611002303,-0.888976432,-0.770410015,-0.854910114,-0.498307548,-0.0898302777,0.164610339
coherent_short,0.0142,-0.44905135,-0.737927564,-0.497812571,-0.809140287,-0.544127673,-0.931752429,-0.0922631093,0.136480371
coherent_short,0.01421,-0.337035619,-0.965669112,-0.416200381,-0.881915909,-0.419558984,-0.969995991,0.0312501025,0.0915890732
coherent_short,0.01422,-0.206165811,-0.786524395,-0.0408512569,-0.901415287,-0.119377989,-0.914561773,-0.0754644394,-0.00180849668
coherent_short,0.01423,0.21326925,-0.877175866,0.341160068,-1.12715469,0.408011171,-0.898230287,0.0376447157,0.133891206
coherent_short,0.01424,0.672286863,-0.745446098,0.486411996,-1.06589543,0.573509883,-0.904672279,0.214013991,0.047112364
coherent_short,0.01425,0.684765138,-0.599434942,0.846294611,-0.848520281,0.792983245,-0.64357844,0.0972721781,-0.137716097
coherent_short,0.01426,1.02479117,-0.528659234,0.870347459,-0.550249893,0.742447176,-0.254636612,-0.0260657985,-0.073547995
coherent_short,0.01427,0.873177408,-0.140015691,0.975585948,-0.169022511,0.926247962,-0.0126139228,-0.309746422,0.0681006106
coherent_short,0.01428,0.929830377,0.364750475,0.922566035,0.211597184,1.08125551,0.322200918,-0.0202191214,0.0416726685
coherent_short,0.01429,0.955428349,0.628645149,0.882533898,0.511722238,0.859198281,0.638893657,-0.102613717,-0.0277936057
coherent_short,0.0143,0.717142062,0.594988021,0.655386291,0.691256658,0.575153756,0.755815864,-0.208177782,-0.00829759305
coherent_short,0.01431,0.352423779,0.95081792,0.390400193,0.90856007,0.427460069,0.840650284,-0.0989937159,-0.0939038114
coherent_short,0.01432,0.20631226,0.994574614,0.0765390454,0.981354764,0.0182945011,0.965443365,0.0792327547,-0.00869107838
coherent_short,0.01433,-0.177768865,0.913579944,-0.12634817,0.710214087,-0.171478847,0.955605779,0.0971247756,0.212265222
coherent_short,0.01434,-0.541219716,1.01397102,-0.587614002,0.723836149,-0.380097134,0.921165854,0.0130053595,0.0299098073
coherent_short,0.01435,-0.826253288,0.635007547,-0.77376016,0.608109162,-0.780814354,0.547355508,-0.083331178,0.206037424
coherent_short,0.01436,-0.828657091,0.31286543,-1.06353259,0.307352365,-1.15587878,0.198158762,0.0173828952,0.045662934
coherent_short,0.01437,-0.967176236,0.153130527,-0.990051753,0.14333224,-1.12671007,-0.0854796301,0.0264358604,0.113217746
coherent_short,0.01438,-0.919501086,-0.395836159,-0.906074988,-0.301493607,-0.907137764,-0.295328433,0.214096846,0.0939609638
coherent_short,0.01439,-0.788270444,-0.508859729,-0.807781284,-0.899502953,-0.72777351,-0.648026252,0.0832065442,-0.0729747723
coherent_short,0.0144,-0.558678636,-0.603358433,-0.599482851,-0.799618018,-0.5375583,-0.64419037,-0.112707101,-0.188548541
coherent_short,0.01441,-0.663753735,-0.868369078,-0.190759285,-1.00477531,-0.495882123,-0.950579695,0.0284446392,0.0904027078
coherent_short,0.01442,0.133846974,-1.07993402,-0.0929751467,-0.988108184,-0.0501761761,-0.968489039,-0.0473643406,0.0469653309
coherent_short,0.01443,0.345638392,-0.958936148,0.334283746,-0.788368911,0.272127651,-1.12166799,0.0719923542,0.069891653
coherent_short,0.01444,0.685620281,-0.894688396,0.497137183,-0.939427964,0.397178176,-0.739433025,-0.0745713929,-0.18944026
coherent_short,0.01445,0.78896882,-0.7239893,0.632964675,-0.533514049,0.873527888,-0.425119218,-0.173045143,-0.0523139005
coherent_short,0.01446,1.07712727,-0.322119002,0.897490359,-0.45132451,1.06833735,-0.191510568,0.143486192,-0.0081029897
coherent_short,0.01447,1.10844827,0.0442737758,0.998726241,-0.0198180804,1.01754906,0.083309142,-0.10369136,-0.0556657263
coherent_short,0.01448,0.722821085,0.335825612,1.04366787,0.403801592,1.08367374,0.0600614966,0.223484394,-0.0220788042
coherent_short,0.01449,0.878223146,0.690136454,0.897459378,0.560862331,0.808189521,0.522536918,0.160190996,-0.0445027211
coherent_short,0.0145,0.597081704,0.710920688,0.637937476,0.734508201,0.713225503,0.590772149,-0.138054089,0.0312986518
coherent_short,0.01451,0.294724369,1.12008049,0.258018917,1.1983439,0.384655636,0.928125422,-0.210000359,0.0220526203
coherent_short,0.01452,0.0471421668,0.869015343,0.140073125,1.11293598,-0.0804163834,0.922475209,-0.0429071231,0.0683607392
coherent_short,0.01453,-0.446576588,0.874460142,-0.325872387,1.03898151,-0.252473793,0.923507428,0.0565585462,0.0528159196
coherent_short,0.01454,-0.533459337,0.971953322,-0.608279189,0.804740753,-0.621149966,1.09061946,-0.0718355864,-0.0471539772
coherent_short,0.01455,-0.680632692,0.439784497,-0.73897211,0.721422161,-0.957796662,0.582353479,-0.104499561,-0.0259764157
coherent_short,0.01456,-1.17116603,0.301674071,-0.95029353,0.460776104,-0.928323599,0.262081828,-0.102002464,-0.0265639093
coherent_short,0.01457,-0.940852274,0.0824043034,-0.78525563,0.18978862,-1.01545448,-0.0176199602,0.00920149175,-0.120420882
coherent_short,0.01458,-0.99617662,-0.284865337,-0.718847552,-0.183029288,-0.790886633,-0.373108363,-0.141115433,-0.147222299
coherent_short,0.01459,-0.630464567,-0.573578569,-0.909032835,-0.70184358,-0.731017854,-0.306336551,-0.00706279439,-0.0985112907
coherent_short,0.0146,-0.45963775,-0.593381054,-0.772209114,-0.794423984,-0.699802529,-0.694889993,-0.149963951,0.0360470648
coherent_short,0.01461,-0.268374511,-1.01352545,-0.376339503,-0.869923092,-0.254278611,-0.971594341,-0.252549149,0.163759034
coherent_short,0.01462,0.0179736592,-1.08972601,-0.0132019552,-1.27655594,0.0365684059,-1.07853122,-0.180042662,-0.141060779
coherent_short,0.01463,0.138777543,-0.955144933,0.195397635,-0.995668107,0.192065174,-1.17277047,0.0848064993,0.0480274533
coherent_short,0.01464,0.270579865,-0.648214232,0.439847688,-0.957097349,0.759053221,-0.777220253,-0.0894115531,-0.206799807
coherent_short,0.01465,0.929234698,-0.676435729,0.714950121,-0.419797061,0.770535458,-0.607126689,0.100885839,-0.0756284076
coherent_short,0.01466,0.773959325,-0.134199178,0.982754266,-0.301714739,0.909370929,-0.434271375,-0.0680844383,0.156034257
coherent_short,0.01467,0.894664973,-0.117073063,1.16837196,-0.1582408,1.08629871,-0.038905408,-0.0573043442,-0.123061544
coherent_short,0.01468,1.01359239,0.322333542,0.937965832,0.542785675,0.968166291,0.27100266,-0.154971472,-0.123337219
coherent_short,0.01469,0.596596481,0.734286045,0.622795667,0.51649086,0.869587816,0.426674973,0.0291020068,-0.161696343
coherent_short,0.0147,0.793639075,0.612264284,0.526981636,0.956069888,0.575527975,0.582688282,0.16672124,0.012946483
coherent_short,0.01471,0.331093497,0.705000793,0.248416609,0.93092153,0.178293028,1.00501371,0.0853110381,0.0660726821
coherent_short,0.01472,0.0608666894,0.992182568,-0.0123198527,0.850523628,0.0373838197,1.12681523,0.08610008,-0.0497603194
coherent_short,0.01473,-0.343957237,1.08564287,-0.477119809,1.06881301,-0.303738626,0.964825091,0.0619186414,0.100226483
coherent_short,0.01474,-0.563889103,0.874915104,-0.483231694,0.817897735,-0.436554764,0.81309149,-0.155313184,0.0572560153
coherent_short,0.01475,-0.753032573,0.651120038,-0.928263578,0.591735557,-0.774659849,0.631503625,-0.159613089,0.0107487401
coherent_short,0.01476,-0.903232806,0.464978632,-1.05657014,0.322059134,-0.970393895,0.170868469,-0.206729263,0.0250847123
coherent_short,0.01477,-1.15884783,0.076752064,-0.967951676,0.151294507,-0.87945503,0.187622389,0.129651321,-0.0555245373
coherent_short,0.01478,-1.06339202,-0.18762525,-0.9921858,-0.185772659,-0.994361475,-0.206845014,0.0264908104,-0.0981566955
coherent_short,0.01479,-0.892207063,-0.482547049,-0.77717382,-0.568765311,-0.747724307,-0.691453809,-0.00673950823,0.122524176
coherent_short,0.0148,-0.559367754,-0.887087477,-0.679482404,-0.696230879,-0.718337999,-0.632961581,0.0801007582,-0.0461043794
coherent_short,0.01481,-0.363411053,-0.943768007,-0.442609631,-0.891027,-0.230305147,-1.01168054,0.150038536,0.0531187093
coherent_short,0.01482,0.103019542,-1.14426731,-0.0180498533,-0.826440852,-0.205892501,-0.966771159,0.0155183891,-0.0757055786
coherent_short,0.01483,0.314490222,-1.07295122,0.341420753,-0.835689474,0.180917654,-1.09251223,0.209628062,-0.0976674689
coherent_short,0.01484,0.473192373,-0.809991823,0.346694793,-0.931894175,0.608861861,-0.848043333,0.0374242896,-0.36481156
coherent_short,0.01485,0.795435612,-0.751305993,0.911637136,-0.648600737,0.789720638,-0.590568658,-0.0658069003,0.142812673
coherent_short,0.01486,0.953189066,-0.444855904,0.952322017,-0.564386704,0.980075318,-0.413540717,-0.0382108552,0.0247686628
coherent_short,0.01487,0.971888825,-0.00286887513,1.02931706,0.0353739413,1.13379225,-0.253630262,-0.047057319,-0.056224354
coherent_short,0.01488,1.05974553,0.308145988,0.875557824,0.220480308,0.946725852,0.151012772,-0.0757940551,0.000877209481
coherent_short,0.01489,0.773283814,0.475288684,0.73820761,0.475669902,0.683247777,0.53936193,0.0221135336,-0.141686222
coherent_short,0.0149,0.608946384,0.631900871,0.494792681,0.740510025,0.492105833,0.787149272,-0.0150456513,-0.0196357779
coherent_short,0.01491,0.250567802,1.07517132,0.281348862,0.967011108,0.371462924,1.05024009,0.00575749657,0.123776176
coherent_short,0.01492,-0.00625128156,0.878909837,-0.0678908385,0.867903615,0.116524932,1.07388679,-0.0682351872,0.141055306
coherent_short,0.01493,-0.288690955,0.866810526,-0.158829688,0.937176272,-0.232448407,0.953211411,-0.133543618,0.0655349814
coherent_short,0.01494,-0.649434184,0.869900029,-0.671053548,0.839185454,-0.582884775,0.599471238,0.0437035215,-0.0413441301
coherent_short,0.01495,-0.542480905,0.644435275,-0.61483188,0.565145477,-0.672857913,0.497527279,-0.0704025632,-0.0189407715
coherent_short,0.01496,-0.964331954,0.395368914,-0.79182694,0.44176734,-0.861295578,0.39002175,-0.0780077058,-0.137678175
coherent_short,0.01497,-1.15313051,-0.143215377,-0.942423989,0.143422785,-1.04058757,0.36556548,-0.0945452713,-0.00306915783
coherent_short,0.01498,-0.950986651,-0.322940075,-0.928445139,-0.20707246,-1.03746939,-0.208590644,-0.0575642112,0.112113679
coherent_short,0.01499,-0.824610474,-0.420033771,-1.0352006,-0.550585506,-0.914802642,-0.722062466,-0.0134741643,-0.13281994
coherent_short,0.015,-0.72468221,-0.673081779,-0.602573457,-0.735408119,-0.806972358,-0.745797521,0.0308306954,-0.159208695
coherent_short,0.01501,-0.296752004,-0.804398083,-0.359220086,-0.918670843,-0.318177049,-1.08955874,-0.190729498,0.194422269
coherent_short,0.01502,0.160052426,-0.81327397,0.0867875435,-0.989452282,-0.190064589,-1.00077384,0.17363373,0.160911511
coherent_short,0.01503,0.324248727,-0.853329974,0.135120295,-1.07754866,0.243022047,-0.929731724,0.116858454,0.00401032549
coherent_short,0.01504,0.561630701,-0.906791265,0.482363819,-0.748544301,0.372717037,-0.980739434,-0.033547026,0.121286824
coherent_short,0.01505,0.783986322,-0.697308964,0.584086313,-0.793561987,0.787939242,-0.619519809,0.0470993887,-0.00881211658
coherent_short,0.01506,0.721858621,-0.367380062,0.89281897,-0.175037882,0.760164159,-0.267414305,0.0769721563,-0.0224564803
coherent_short,0.01507,0.882171921,0.0590748047,0.998601208,-0.0280425872,1.0329504,-0.0886515629,0.243860979,0.146292205
coherent_short,0.01508,0.897129748,0.150555018,0.827482865,0.282462504,0.97424519,0.305330313,0.278017537,-0.0516170596
coherent_short,0.01509,0.769746289,0.51225785,0.848121984,0.55460414,0.88564519,0.712295256,0.12800369,-0.235650074
coherent_short,0.0151,0.575965393,0.821654708,0.749752407,0.745061718,0.709007093,0.8580456,0.109448828,0.0485479281
coherent_short,0.01511,0.382229721,0.922350454,0.254949864,0.926960828,0.28186852,0.725740697,-0.120688183,-0.0112116077
coherent_short,0.01512,0.0511314111,0.928003884,0.147340006,0.959126194,0.0239711622,0.983836177,-0.0501861254,0.150992801
coherent_short,0.01513,-0.324516205,0.772674227,-0.18788738,0.888856832,-0.328617359,0.818186601,-0.102507395,0.0501464772
coherent_short,0.01514,-0.489027684,0.844945686,-0.718236733,0.70715091,-0.652476901,0.843718285,-0.100062457,0.0653619991
coherent_short,0.01515,-0.821865172,0.638115275,-0.855592328,0.656425572,-0.68230383,0.703883668,-0.055995397,0.0533503625
coherent_short,0.01516,-1.11773837,0.382505864,-0.894252763,0.487570417,-1.08571531,0.252609923,0.158098153,-0.00145012857
coherent_short,0.01517,-1.17339835,-0.023977821,-1.04568098,0.0195880426,-1.06462961,-0.0252612273,-0.0735298478,-0.016457764
coherent_short,0.01518,-0.923073729,-0.229649297,-0.865783818,-0.475591892,-0.998132236,-0.071850959,0.0710391992,-0.0838454884
coherent_short,0.01519,-0.657604854,-0.430643169,-0.854530233,-0.730999239,-0.907418577,-0.522969722,-0.115359688,0.0458087298
coherent_short,0.0152,-0.719526602,-0.772436619,-0.556315417,-0.873213572,-0.58899936,-0.82294477,0.0916932181,-0.107757711
coherent_short,0.01521,-0.318981997,-0.977149636,-0.29934896,-0.89365537,-0.279220924,-0.944427935,-0.0573788732,0.107470628
coherent_short,0.01522,-0.0521329125,-0.999143784,0.0561935979,-0.957071262,0.0511444732,-1.06501997,-0.119984402,-0.212820728
coherent_short,0.01523,0.535049568,-0.799391743,0.264435632,-0.857673522,0.403367757,-0.838686343,-0.0169815377,0.152965623
coherent_short,0.01524,0.507217409,-0.844601096,0.346431163,-0.662312298,0.589085607,-0.940499269,0.0398592268,-0.0672552851
coherent_short,0.01525,0.864021254,-0.533907528,0.835861169,-0.460250839,0.754445583,-0.441011559,-0.0114436483,-0.0322395641
coherent_short,0.01526,1.02049635,-0.185824621,1.0909695,-0.205380458,1.07819041,-0.367324072,-0.129670706,0.00282186443
coherent_short,0.01527,1.04113364,-0.214394156,0.911662376,0.0260419102,1.00643439,0.0450075785,0.014212931,-0.191622565
coherent_short,0.01528,0.806992853,0.230592359,0.966721197,0.264409512,0.996789507,0.209179718,-0.0598919879,0.0896845962
coherent_short,0.01529,0.896893677,0.421210999,0.914454875,0.498194847,0.790567047,0.50293897,-0.145900998,-0.15716407
coherent_short,0.0153,0.562614952,0.831210609,0.674613266,0.716651388,0.755121734,0.782527326,0.0650366063,-0.0648801567
coherent_short,0.01531,0.343999377,0.946253692,0.338986412,0.910651909,0.427246685,0.819244451,-0.0373880464,0.0885082159
coherent_short,0.01532,-0.010040135,1.10323927,0.0379305326,1.04393552,-0.0255748395,0.995746206,0.0108037196,0.0340634223
coherent_short,0.01533,-0.432646659,1.02847104,-0.224111496,1.08252438,-0.48002671,0.850440307,-0.0557617895,-0.100389765
coherent_short,0.01534,-0.498567486,0.885807708,-0.555843387,0.75111048,-0.48163556,0.796767594,-0.0915566813,-0.0861337055
coherent_short,0.01535,-0.591006989,0.599556421,-0.610541666,0.652192758,-0.803766365,0.742890481,-0.195439875,0.0924556051
coherent_short,0.01536,-0.905339983,0.173879393,-0.999171777,0.208802854,-0.768570253,0.472541788,0.0315341595,-0.0475749857
coherent_short,0.01537,-1.13754893,0.260286492,-1.04480029,0.0401950374,-0.817146906,0.116837521,0.0167667889,-0.0190548706
coherent_short,0.01538,-1.12395862,-0.15658214,-0.932054893,-0.25924979,-1.1191595,-0.193678818,0.0594770891,-0.0205377511
coherent_short,0.01539,-0.651826851,-0.644871394,-0.883737004,-0.549055796,-0.920671033,-0.35626553,-0.0912269399,-0.0305219012
coherent_short,0.0154,-0.735012255,-0.814563284,-0.701092364,-0.827171482,-0.552012881,-0.695846879,0.216993686,-0.173533066
coherent_short,0.01541,-0.335039758,-1.07632288,-0.294662033,-0.928692658,-0.223600422,-1.03279159,0.147254618,-0.0708803158
coherent_short,0.01542,0.187302079,-0.791238677,-0.0998177106,-1.13345046,0.1065023,-0.989018391,0.00767143767,-0.22183735
coherent_short,0.01543,0.0736596297,-0.957032056,0.289148865,-1.01493076,0.124428611,-0.979286974,-0.0388252308,0.094173677
coherent_short,0.01544,0.461374768,-0.799487864,0.497206985,-0.794420367,0.739772078,-0.766694422,-0.0800521844,0.0113368979
coherent_short,0.01545,0.769456651,-0.511732814,0.864765834,-0.735443123,0.618654076,-0.55197491,-0.0765649597,-0.0538008972
coherent_short,0.01546,1.02739411,-0.506523662,0.998191091,-0.421295259,0.845558445,-0.505896042,-0.250454934,0.101301659
coherent_short,0.01547,1.00943701,0.0512291215,0.799304357,-0.0454545851,1.06776115,-0.157549666,-0.101958205,-0.0279378789
coherent_short,0.01548,1.11127445,0.234694472,0.916285031,0.276703033,1.03876996,0.449427633,0.193899854,0.150312855
coherent_short,0.01549,1.00563944,0.656299153,0.806282007,0.500279365,0.706720535,0.625298494,-0.0657794215,0.0864673287
coherent_short,0.0155,0.474461145,0.734099638,0.635657083,0.626040417,0.677982469,0.859409584,0.00208694744,-0.0184840003
coherent_short,0.01551,0.355181678,0.892735064,0.301154673,1.08135953,0.277704112,0.844430082,0.191298187,0.113735781
coherent_short,0.01552,0.0329523843,0.995266497,0.162617417,1.02651485,0.126300915,0.962268202,-0.0654255484,-0.0581882221
coherent_short,0.01553,-0.3363032,0.973002472,-0.40854981,1.02705183,-0.270140718,0.95429727,-0.1441589,-0.0127426314
coherent_short,0.01554,-0.451844881,0.805155387,-0.58715225,0.76949146,-0.669148306,0.832131498,0.163348337,0.0409627449
coherent_short,0.01555,-0.699004103,0.61463493,-0.887351449,0.621338516,-0.660174595,0.488120709,-0.0594393701,-0.187522015
coherent_short,0.01556,-0.812402425,0.354169153,-0.783527456,0.497000433,-0.827610929,0.38016013,0.0489291756,0.109058692
coherent_short,0.01557,-0.86793444,0.0368754146,-1.00423759,0.115335498,-0.961271923,0.103003948,0.00667544038,-0.149105828
coherent_short,0.01558,-1.02933724,-0.253350659,-1.08933772,-0.134709219,-1.07106658,-0.180248069,-0.0358223652,-0.152117929
coherent_short,0.01559,-0.825260829,-0.668085722,-0.943178255,-0.369506609,-0.79551914,-0.668530394,0.00737233208,0.047181309
coherent_short,0.0156,-0.592672774,-0.831635422,-0.657591341,-0.797229547,-0.495920687,-0.847673328,0.0149450821,-0.180790045
coherent_short,0.01561,-0.467252143,-0.901014958,-0.610854844,-1.10359841,-0.395872991,-0.998063061,0.160528807,-0.0280178816
coherent_short,0.01562,0.12909297,-0.822879281,-0.0459528237,-0.845238536,0.0925900942,-0.833726579,-0.234312863,-0.0092661225
coherent_short,0.01563,0.300062945,-0.92509565,0.23033578,-0.975627432,0.228781546,-0.937729255,0.0403644614,-0.0973865271
coherent_short,0.01564,0.592921443,-0.754904793,0.678202077,-0.80372064,0.57926161,-0.866746781,-0.286386739,0.181186968
coherent_short,0.01565,0.660125177,-0.68090238,0.825325347,-0.587595249,0.67459044,-0.523672287,-0.0305955298,-0.0836803319
coherent_short,0.01566,1.01089573,-0.328743268,1.03698421,-0.255150328,1.19959472,-0.394720649,-0.0959600413,0.100241497
coherent_short,0.01567,1.04146827,-0.0901540995,1.16661979,0.205487799,1.03524562,-0.125126313,0.039185438,0.0658253893
coherent_short,0.01568,0.953730259,0.441314892,1.03434369,0.189914765,0.944825994,0.282868131,-0.0572970103,0.146419606
coherent_short,0.01569,0.805442321,0.518607424,0.891036796,0.389701424,0.878887501,0.522090117,-0.117675565,-0.0652816441
coherent_short,0.0157,0.678808028,0.729526276,0.835399797,0.772625065,0.694047563,0.811818781,-0.032978117,-0.15538756
coherent_short,0.01571,0.359113855,1.18956661,0.206029841,0.999973397,0.456472456,1.14678075,-0.105883724,-0.300807836
coherent_short,0.01572,0.0341022217,0.880360606,-0.083420264,1.12629037,0.0592355196,0.948994022,0.0588124817,-0.0239656467
coherent_short,0.01573,-0.262868939,1.20191061,-0.101587118,1.13563759,-0.282800035,0.841841644,-0.0525497305,0.0791009111
coherent_short,0.01574,-0.677913966,0.912938268,-0.522751482,0.791440844,-0.554254322,0.773461317,0.0709183738,-0.168757404
coherent_short,0.01575,-0.744023262,0.583079204,-0.533997893,0.53933793,-0.904801736,0.567925901,-0.0271275666,0.0311797402
coherent_short,0.01576,-0.836880904,0.38193075,-0.827560381,0.465643652,-1.05374734,0.411157766,-0.0286048343,-0.0351234951
coherent_short,0.01577,-0.927981105,-0.203572838,-1.07664051,0.27282337,-0.985254019,0.258523035,-0.0299873165,0.111698559
coherent_short,0.01578,-0.784455813,-0.266712359,-0.869165413,-0.347241922,-0.764994965,-0.104399487,0.182761579,0.11607156
coherent_short,0.01579,-0.723154819,-0.5982533,-0.979057026,-0.526551357,-0.899607193,-0.612581909,-0.0234705759,-0.0577333918
coherent_short,0.0158,-0.85525032,-0.6703847,-0.563128274,-0.609163047,-0.682897697,-0.700969807,0.0919052036,-0.0600782228
coherent_short,0.01581,-0.354496744,-0.864142589,-0.268561606,-0.954181317,-0.239298618,-1.03367876,-0.1813804,-0.0831454379
coherent_short,0.01582,-0.173974385,-1.12814476,0.035143979,-0.766263115,0.00755308187,-0.960665272,-0.216334672,0.0786170129
coherent_short,0.01583,0.0729574556,-1.13389504,0.269663813,-0.904174432,0.276533772,-1.08363583,-0.0690024751,-0.120248668
coherent_short,0.01584,0.538983588,-0.981615837,0.470183154,-0.673402469,0.418907959,-0.821228666,0.0989733733,0.0237446399
coherent_short,0.01585,0.850362583,-0.713829351,0.823470908,-0.668638246,0.756588751,-0.538698791,0.213531168,-0.059228082
coherent_short,0.01586,1.14351868,-0.0850851856,0.911848607,-0.468481945,1.11691654,-0.257998813,-0.0792539234,0.0138762975
coherent_short,0.01587,1.00718485,-0.130638201,0.880647477,-0.124828267,0.925617937,-0.209893042,-0.0731299747,0.0975368874
coherent_short,0.01588,0.985357389,0.232872671,1.16846763,0.210390019,0.964679409,0.222983771,0.0810780223,0.184778555
coherent_short,0.01589,0.908137883,0.548606516,0.846781139,0.554495683,0.837914428,0.447639589,-0.0535653871,0.260662384
coherent_short,0.0159,0.582923256,0.824199902,0.552917104,0.801149027,0.761926961,0.855746754,0.0275570572,0.0522298751
coherent_short,0.01591,0.25823168,0.813237117,0.435715179,0.871058779,0.336337482,0.958722317,-0.0938777018,-0.0516972316
coherent_short,0.01592,0.265895907,0.782260101,0.0553230752,1.08639117,-0.174394612,1.08373702,0.174643443,-0.0527076009
coherent_short,0.01593,-0.389712365,0.967792751,-0.313693431,0.804179205,-0.215307218,0.901789758,0.0425018427,0.000781225218
coherent_short,0.01594,-0.459513025,0.787982744,-0.652314059,0.828117722,-0.628380364,0.722903333,0.115728288,-0.063679161
coherent_short,0.01595,-0.880953698,0.614537442,-0.881127398,0.471751554,-0.784818624,0.564511051,0.121549206,-0.0838739949
coherent_short,0.01596,-0.954725886,0.313100623,-1.00061755,0.281726487,-1.04435354,0.227620937,0.086052216,-0.179910045
coherent_short,0.01597,-0.994714048,0.126115969,-1.01115177,-0.0890761739,-1.12090318,0.0776227719,-0.00330551446,0.0901509831
coherent_short,0.01598,-1.03037095,-0.301591977,-0.936442237,-0.406753424,-1.16018879,-0.248783748,-0.0770639614,-0.0723767708
coherent_short,0.01599,-0.707850745,-0.553471979,-0.920341764,-0.684603573,-0.831907898,-0.52228905,-0.201030797,-0.0734043767
coherent_short,0.016,-0.678026283,-0.797457793,-0.504102083,-1.00727237,-0.665133116,-0.846600443,-0.0295447428,-0.136892133
coherent_short,0.01601,-0.511746744,-0.977700953,-0.37991751,-0.814510026,-0.208210231,-0.879413625,0.101082478,-0.0832523415
coherent_short,0.01602,-0.0157592867,-1.03930211,-0.0318102743,-1.08259543,-0.133029844,-0.940688418,0.0490781852,0.0460531459
coherent_short,0.01603,0.357726827,-0.96848209,0.34347054,-0.807469433,0.28830041,-1.08749016,-0.192809264,-0.0245115127
coherent_short,0.01604,0.318780647,-0.839610034,0.612353851,-0.974729411,0.572280877,-0.883490752,-0.118801133,-0.0739021381
coherent_short,0.01605,0.839974162,-0.727169631,0.792281071,-0.663467478,0.825836882,-0.435384308,0.131695777,-0.0430331487
coherent_short,0.01606,1.07398605,-0.0748299639,1.0561749,-0.331487694,0.653174829,-0.438458336,-0.0637131312,-0.194726821
coherent_short,0.01607,0.944188562,-0.088146969,0.775807161,0.00162232467,0.979875213,0.0656147591,0.0832833483,-0.100757246
coherent_short,0.01608,1.02801787,0.28166833,0.994616172,0.155176242,0.879022526,0.435110257,-0.0835473554,0.0767497149
coherent_short,0.01609,0.855913151,0.482132471,0.857283425,0.618174109,0.955683777,0.470581004,0.00100430642,0.0850373174
coherent_short,0.0161,0.676261393,0.664745938,0.49272411,0.804740893,0.635290895,0.818519004,-0.0135551625,-0.0160965807
coherent_short,0.01611,0.304614904,0.97779135,0.260338059,0.944657247,0.198252554,1.05103724,-0.0459092695,0.0881288929
coherent_short,0.01612,0.117372895,1.10889603,0.0775963668,0.911594765,0.118080318,0.948989256,-0.155652411,-0.0961545026
coherent_short,0.01613,-0.0895014418,1.00023659,-0.274364309,1.10511729,-0.144763964,0.935137908,0.102851188,-0.11581652
coherent_short,0.01614,-0.579450334,0.900539192,-0.560017905,0.826443395,-0.636600028,0.909784454,-0.171570541,0.0888160066
coherent_short,0.01615,-0.791656308,0.478580818,-0.703872422,0.658494911,-0.743001933,0.515567439,0.0314927787,0.0430584552
coherent_short,0.01616,-1.07870632,0.290055901,-0.907290723,0.396924143,-0.755126676,0.345301226,-0.0474770784,-0.244166018
coherent_short,0.01617,-0.83658672,0.00537088614,-1.04110067,-0.0603769081,-1.08524954,-0.134294771,0.0654713459,-0.183453653
coherent_short,0.01618,-0.967188745,-0.182478706,-0.899426367,-0.505700173,-0.960398233,-0.477442062,0.0690866635,-0.0143778354
coherent_short,0.01619,-0.876369291,-0.63179347,-0.828925898,-0.644470881,-0.928476524,-0.518894361,-0.0400098147,-0.134220609
