t_s,z_i_v,z_q_v,shunt_v
1.213013e+00,-1.590443e-02,-4.880300e-02,-1.671259e-03
1.213135e+00,-1.206996e-02,-4.835096e-02,-1.094053e-03
1.213257e+00,-5.321447e-03,-4.388206e-02,-3.398897e-03
1.213379e+00,-1.260117e-02,-4.578364e-02,-2.256737e-03
1.213501e+00,-4.276664e-03,-4.768442e-02,2.131683e-03
1.213623e+00,-1.086360e-02,-5.901891e-02,5.805875e-03
1.213745e+00,-1.352800e-02,-4.850751e-02,4.399147e-03
1.213867e+00,-7.294305e-03,-5.816379e-02,-1.546483e-04
1.213989e+00,-1.253525e-02,-4.986042e-02,-2.386268e-03
1.214111e+00,-6.916451e-03,-4.131968e-02,-7.165076e-03
1.214233e+00,-8.344787e-03,-4.916235e-02,-5.697027e-03
1.214355e+00,-6.743025e-03,-5.826632e-02,-9.435838e-04
1.214478e+00,-9.253914e-04,-3.927450e-02,4.785204e-04
1.214600e+00,-8.219773e-03,-4.876156e-02,-1.363783e-04
1.214722e+00,-5.343166e-03,-5.318693e-02,7.594707e-04
1.214844e+00,-5.023626e-03,-5.285873e-02,-1.282393e-03
1.214966e+00,-7.740900e-03,-5.678928e-02,-5.970840e-04
1.215088e+00,-1.278522e-03,-4.558980e-02,-7.260683e-04
1.215210e+00,-1.691577e-03,-5.588888e-02,1.252630e-03
1.215332e+00,-2.490034e-03,-4.786679e-02,-3.520555e-04
1.215454e+00,-9.849224e-03,-4.551242e-02,2.826696e-04
1.215576e+00,6.963800e-04,-5.313742e-02,2.175923e-03
1.215698e+00,-1.746852e-03,-5.031681e-02,8.160626e-03
1.215820e+00,1.782231e-03,-4.896488e-02,-2.583003e-03
1.215942e+00,-1.677201e-03,-4.334012e-02,-2.245607e-03
1.216064e+00,2.020837e-03,-5.418968e-02,-2.359124e-03
1.216187e+00,7.857434e-05,-4.553970e-02,-1.639365e-03
1.216309e+00,2.116110e-03,-4.535100e-02,-4.565626e-03
1.216431e+00,3.910745e-03,-5.522927e-02,4.031790e-03
1.216553e+00,1.633845e-03,-5.154486e-02,1.413249e-03
1.216675e+00,2.620191e-03,-5.519994e-02,-1.970500e-04
1.216797e+00,5.994973e-03,-4.520471e-02,1.707100e-04
1.216919e+00,2.022503e-03,-4.356243e-02,-9.105332e-04
1.217041e+00,4.412953e-03,-4.551432e-02,8.320404e-04
1.217163e+00,-2.467913e-03,-4.498593e-02,-1.735244e-03
1.217285e+00,4.601214e-03,-5.172920e-02,2.041858e-03
1.217407e+00,3.890846e-03,-5.263204e-02,2.892189e-03
1.217529e+00,-2.039872e-03,-5.052002e-02,-3.515662e-03
1.217651e+00,8.100146e-03,-5.138532e-02,-4.111716e-04
1.217773e+00,4.864849e-03,-4.996359e-02,-1.560953e-03
1.217896e+00,7.922327e-03,-5.065866e-02,1.814609e-03
1.218018e+00,5.573150e-03,-4.829642e-02,-3.028229e-03
1.218140e+00,7.859600e-03,-5.538447e-02,2.417583e-03
1.218262e+00,9.564365e-03,-4.696572e-02,-2.764714e-03
1.218384e+00,3.481062e-03,-5.135861e-02,1.275163e-03
1.218506e+00,6.951376e-03,-5.616711e-02,-3.537635e-03
1.218628e+00,8.769320e-03,-4.199467e-02,2.580859e-03
1.218750e+00,1.840262e-02,-4.668136e-02,-3.026026e-03
1.218872e+00,5.593679e-03,-4.600936e-02,-1.652306e-03
1.218994e+00,8.876522e-03,-4.501328e-02,1.490851e-03
1.219116e+00,1.448596e-02,-5.067150e-02,-4.358850e-04
1.219238e+00,1.001534e-02,-4.708831e-02,-3.293665e-04
1.219360e+00,8.548886e-03,-4.803349e-02,2.476848e-03
1.219482e+00,1.015727e-02,-5.117031e-02,-4.487547e-03
1.219604e+00,1.235390e-02,-5.142056e-02,-4.666115e-04
1.219727e+00,1.567757e-02,-4.395224e-02,1.245174e-04
1.219849e+00,2.090812e-02,-3.986144e-02,-1.821997e-03
1.219971e+00,1.481397e-02,-4.849082e-02,-2.208915e-03
1.220093e+00,2.408233e-02,-4.519990e-02,-3.211179e-03
1.220215e+00,1.457727e-02,-4.600843e-02,4.634174e-03
1.220337e+00,9.052625e-03,-4.635184e-02,-2.190439e-03
1.220459e+00,1.929927e-02,-5.290004e-02,3.628088e-03
1.220581e+00,1.649341e-02,-4.777756e-02,-2.724845e-03
1.220703e+00,6.911806e-03,-4.319350e-02,2.297534e-03
1.220825e+00,1.240210e-02,-4.161657e-02,1.570514e-03
1.220947e+00,1.489459e-02,-4.464166e-02,4.441431e-03
1.221069e+00,2.200668e-02,-4.467250e-02,5.385486e-03
1.221191e+00,1.620208e-02,-4.376013e-02,-7.795085e-04
1.221313e+00,1.994162e-02,-4.424131e-02,-2.073893e-03
1.221436e+00,1.776195e-02,-4.794180e-02,-3.426166e-03
1.221558e+00,1.739401e-02,-4.681026e-02,5.675487e-05
1.221680e+00,2.009538e-02,-4.360649e-02,5.205091e-03
1.221802e+00,3.015115e-02,-3.435725e-02,-2.438806e-03
1.221924e+00,1.716796e-02,-4.570571e-02,5.317098e-04
1.222046e+00,2.953738e-02,-4.043092e-02,-2.016635e-04
1.222168e+00,1.481498e-02,-4.222832e-02,-2.088851e-04
1.222290e+00,2.920064e-02,-3.978448e-02,-2.568310e-04
1.222412e+00,1.665398e-02,-4.353283e-02,-3.622549e-03
1.222534e+00,2.803089e-02,-3.450800e-02,1.090682e-03
1.222656e+00,2.008259e-02,-4.859591e-02,-4.925585e-03
1.222778e+00,1.931441e-02,-3.983469e-02,9.767723e-04
1.222900e+00,2.345459e-02,-4.148238e-02,3.062027e-03
1.223022e+00,2.516701e-02,-3.840384e-02,3.361086e-03
1.223145e+00,1.861871e-02,-4.811979e-02,4.029389e-03
1.223267e+00,2.565543e-02,-4.457531e-02,-1.505418e-04
1.223389e+00,2.396365e-02,-3.916760e-02,1.958311e-03
1.223511e+00,2.460625e-02,-4.010371e-02,-3.187278e-03
1.223633e+00,2.303034e-02,-4.330226e-02,2.482932e-03
1.223755e+00,3.093902e-02,-3.748839e-02,-1.694074e-03
1.223877e+00,3.102266e-02,-3.680313e-02,4.562275e-03
1.223999e+00,2.073717e-02,-4.154609e-02,-1.116353e-03
1.224121e+00,2.578554e-02,-3.644647e-02,6.578701e-04
1.224243e+00,2.495863e-02,-4.085331e-02,-3.498670e-03
1.224365e+00,2.194088e-02,-3.705902e-02,2.134032e-03
1.224487e+00,2.687642e-02,-3.515848e-02,-3.889259e-03
1.224609e+00,2.820108e-02,-4.215201e-02,-1.689306e-04
1.224731e+00,2.125379e-02,-3.432468e-02,2.750502e-03
1.224854e+00,3.153601e-02,-4.045549e-02,4.657438e-04
1.224976e+00,3.345418e-02,-2.973620e-02,-1.782687e-04
1.225098e+00,3.001409e-02,-3.955875e-02,-1.679730e-03
1.225220e+00,2.445881e-02,-4.209794e-02,-1.539687e-03
1.225342e+00,3.291677e-02,-4.077359e-02,-6.789751e-03
1.225464e+00,3.300307e-02,-3.536738e-02,-2.542532e-04
1.225586e+00,3.260943e-02,-3.184389e-02,-2.503536e-03
1.225708e+00,3.273579e-02,-2.774967e-02,-5.176256e-03
1.225830e+00,2.790652e-02,-3.190869e-02,4.545852e-03
1.225952e+00,3.198989e-02,-3.829082e-02,3.041721e-04
1.226074e+00,3.308204e-02,-3.728029e-02,-4.160236e-03
1.226196e+00,2.829214e-02,-3.201446e-02,-2.452630e-03
1.226318e+00,3.640854e-02,-2.758996e-02,-2.506684e-03
1.226440e+00,2.956321e-02,-3.031732e-02,-2.780171e-03
1.226562e+00,3.580862e-02,-3.385952e-02,2.463232e-03
1.226685e+00,2.988308e-02,-3.458331e-02,-3.657195e-03
1.226807e+00,3.235998e-02,-3.415959e-02,-5.997516e-03
1.226929e+00,4.104208e-02,-4.029083e-02,3.820886e-03
1.227051e+00,3.896664e-02,-2.616764e-02,-6.804213e-04
1.227173e+00,3.434704e-02,-3.110869e-02,-3.503333e-03
1.227295e+00,3.283611e-02,-2.889414e-02,2.312113e-03
1.227417e+00,3.783740e-02,-3.020450e-02,1.741768e-03
1.227539e+00,3.500610e-02,-3.032784e-02,-6.513237e-04
1.227661e+00,3.744866e-02,-3.598313e-02,1.648003e-03
1.227783e+00,4.586126e-02,-3.080224e-02,4.410952e-03
1.227905e+00,4.071374e-02,-3.592214e-02,-4.551251e-03
1.228027e+00,4.195957e-02,-2.439892e-02,-5.231642e-03
1.228149e+00,4.149463e-02,-2.952079e-02,5.267373e-03
1.228271e+00,3.347214e-02,-3.038051e-02,-6.575477e-04
1.228394e+00,4.472282e-02,-2.101638e-02,-4.034246e-03
1.228516e+00,3.650921e-02,-3.466566e-02,-7.404872e-03
1.228638e+00,3.948480e-02,-2.408009e-02,4.049498e-03
1.228760e+00,3.308113e-02,-1.951170e-02,9.845147e-04
1.228882e+00,4.195379e-02,-3.311639e-02,-1.375262e-03
1.229004e+00,3.811260e-02,-2.739386e-02,-3.903540e-03
1.229126e+00,5.381126e-02,-2.752641e-02,3.874293e-05
1.229248e+00,3.581095e-02,-2.377761e-02,-3.424834e-03
1.229370e+00,3.683180e-02,-2.689523e-02,-4.773255e-04
1.229492e+00,3.906711e-02,-2.165327e-02,6.779268e-04
1.229614e+00,3.292469e-02,-2.526159e-02,-1.007532e-03
1.229736e+00,5.118197e-02,-2.333167e-02,-3.294380e-03
1.229858e+00,4.433517e-02,-1.884218e-02,4.726153e-03
1.229980e+00,3.234321e-02,-2.370413e-02,2.136762e-03
1.230103e+00,4.168035e-02,-1.647926e-02,-2.014587e-03
1.230225e+00,4.245128e-02,-2.754542e-02,-6.455217e-03
1.230347e+00,4.194284e-02,-2.601656e-02,-3.100652e-03
1.230469e+00,4.330833e-02,-2.134811e-02,4.696170e-03
1.230591e+00,3.924273e-02,-2.103602e-02,6.542665e-03
1.230713e+00,3.737192e-02,-2.335142e-02,-9.145176e-04
1.230835e+00,4.278693e-02,-2.220109e-02,-7.586720e-04
1.230957e+00,4.506379e-02,-1.907492e-02,-7.231634e-03
1.231079e+00,4.464994e-02,-2.134124e-02,-5.037207e-04
1.231201e+00,4.021902e-02,-2.490151e-02,-4.434497e-03
1.231323e+00,5.524407e-02,-1.586588e-02,2.863859e-03
1.231445e+00,4.262940e-02,-2.479730e-02,-3.147793e-03
1.231567e+00,4.341140e-02,-1.543804e-02,7.441454e-04
1.231689e+00,4.389865e-02,-1.317548e-02,3.391163e-04
1.231812e+00,4.729798e-02,-2.618841e-02,2.655024e-03
1.231934e+00,4.464552e-02,-1.685959e-02,-4.464237e-03
1.232056e+00,4.417099e-02,-1.410783e-02,-2.207813e-03
1.232178e+00,4.421420e-02,-1.825520e-02,-6.126036e-03
1.232300e+00,4.889476e-02,-9.205089e-03,-1.652103e-03
1.232422e+00,4.302033e-02,-1.690089e-02,-2.126083e-03
1.232544e+00,3.908441e-02,-2.022516e-02,-1.635188e-03
1.232666e+00,4.128207e-02,-1.418255e-02,-2.925078e-03
1.232788e+00,4.877850e-02,-1.274958e-02,1.657634e-03
1.232910e+00,4.435687e-02,-1.889731e-02,-3.573947e-03
1.233032e+00,3.892197e-02,-1.085425e-02,5.150605e-03
1.233154e+00,4.455142e-02,-1.616826e-02,2.814990e-03
1.233276e+00,4.214998e-02,-1.378170e-02,-3.692803e-03
1.233398e+00,4.897408e-02,-5.370080e-03,-1.275311e-03
1.233521e+00,4.476162e-02,-1.976218e-02,-2.582264e-04
1.233643e+00,4.659431e-02,-1.877403e-02,6.603960e-03
1.233765e+00,4.313681e-02,-9.497175e-03,4.134444e-03
1.233887e+00,4.238639e-02,-1.829931e-02,-1.469145e-03
1.234009e+00,4.093981e-02,-2.616606e-03,2.345137e-04
1.234131e+00,4.688352e-02,-6.497886e-03,7.656739e-03
1.234253e+00,4.669007e-02,-1.371722e-02,-2.259161e-04
1.234375e+00,4.646255e-02,-1.328771e-02,-5.876672e-03
1.234497e+00,4.226300e-02,-6.407433e-03,2.371778e-03
1.234619e+00,4.880635e-02,-1.279819e-02,-9.775189e-04
1.234741e+00,4.989529e-02,-7.971418e-03,6.271166e-05
1.234863e+00,4.980301e-02,-2.953989e-03,-8.830664e-03
1.234985e+00,4.978948e-02,-7.845722e-03,-2.928181e-03
1.235107e+00,4.066462e-02,-3.852539e-03,-2.481966e-03
1.235229e+00,3.974424e-02,-7.874114e-04,1.969698e-04
1.235352e+00,4.854843e-02,-3.329485e-03,-1.113735e-03
1.235474e+00,4.363333e-02,-8.880707e-04,3.036051e-03
1.235596e+00,4.287970e-02,-4.158819e-03,-5.756443e-04
1.235718e+00,4.267631e-02,2.209689e-03,-3.454237e-03
1.235840e+00,4.783428e-02,-4.922604e-03,3.659832e-03
1.235962e+00,4.067214e-02,-9.572664e-03,-2.389041e-03
1.236084e+00,4.321293e-02,2.455330e-04,-1.692799e-03
1.236206e+00,4.475158e-02,-1.946710e-03,2.492609e-03
1.236328e+00,5.344441e-02,4.728087e-03,-9.246810e-03
1.236450e+00,4.973082e-02,1.583343e-03,-3.158139e-03
1.236572e+00,3.987531e-02,3.052786e-03,-5.654919e-03
1.236694e+00,3.713584e-02,-5.667709e-04,-3.923547e-03
1.236816e+00,4.329924e-02,7.494256e-04,4.360674e-03
1.236938e+00,3.939950e-02,1.569217e-03,3.877309e-04
1.237061e+00,4.331393e-02,1.008352e-03,1.924204e-03
1.237183e+00,3.735851e-02,-3.703262e-03,-1.959239e-03
1.237305e+00,5.337357e-02,6.777243e-03,-9.603748e-04
1.237427e+00,5.157388e-02,3.811039e-04,-7.429296e-05
1.237549e+00,4.411945e-02,7.307390e-03,-6.568069e-04
1.237671e+00,3.706848e-02,4.872422e-03,-1.044711e-03
1.237793e+00,4.814016e-02,-3.094196e-03,-7.039276e-03
1.237915e+00,4.464051e-02,-1.616880e-03,-8.341445e-04
1.238037e+00,4.386324e-02,6.286110e-04,7.538894e-03
1.238159e+00,4.709573e-02,4.230501e-03,4.417247e-03
1.238281e+00,4.460563e-02,-3.356080e-03,3.872823e-03
1.238403e+00,4.694778e-02,-3.298034e-03,4.942412e-03
1.238525e+00,4.724287e-02,6.501204e-03,9.808369e-04
1.238647e+00,4.345933e-02,5.282437e-03,-4.607208e-03
1.238770e+00,4.651533e-02,5.266970e-03,-4.910868e-03
1.238892e+00,4.979230e-02,1.366017e-02,-3.211785e-05
1.239014e+00,3.930999e-02,9.966542e-03,-1.163232e-03
1.239136e+00,4.337785e-02,7.424235e-03,2.975868e-03
1.239258e+00,4.291786e-02,6.404890e-03,5.647746e-04
1.239380e+00,5.387695e-02,9.347730e-03,2.544668e-04
1.239502e+00,4.617054e-02,7.505796e-03,1.128899e-03
1.239624e+00,5.705899e-02,5.394504e-03,-9.689575e-04
1.239746e+00,4.858213e-02,7.088134e-03,-2.383158e-04
1.239868e+00,4.774532e-02,1.135986e-02,-5.089844e-03
1.239990e+00,4.941419e-02,1.048588e-02,-1.456786e-03
1.240112e+00,4.709959e-02,1.360614e-02,-6.680263e-04
1.240234e+00,5.058254e-02,7.493274e-03,-3.623540e-03
1.240356e+00,3.726200e-02,1.470622e-02,1.137279e-03
1.240479e+00,4.459121e-02,1.681086e-02,-3.333042e-03
1.240601e+00,4.252508e-02,1.222646e-02,-2.726651e-03
1.240723e+00,4.479437e-02,1.222592e-02,-2.435004e-03
1.240845e+00,4.904174e-02,8.559451e-03,-2.636875e-03
1.240967e+00,4.621552e-02,1.290967e-02,5.344728e-03
1.241089e+00,3.463115e-02,1.359021e-02,-8.348003e-04
1.241211e+00,3.814034e-02,1.492336e-02,-6.660986e-04
1.241333e+00,3.386337e-02,1.189573e-02,5.984273e-03
1.241455e+00,3.773127e-02,1.426814e-02,-2.407452e-03
1.241577e+00,4.451764e-02,1.027975e-02,5.580646e-04
1.241699e+00,4.497655e-02,1.346145e-02,-1.612364e-03
1.241821e+00,4.533259e-02,2.087470e-02,-2.920160e-03
1.241943e+00,4.448962e-02,1.529622e-02,1.000618e-04
1.242065e+00,4.648537e-02,2.045333e-02,-8.060467e-03
1.242188e+00,4.224934e-02,1.466749e-02,4.817809e-03
1.242310e+00,4.048583e-02,1.566772e-02,-1.447141e-03
1.242432e+00,3.992636e-02,2.177383e-02,1.005111e-03
1.242554e+00,4.127831e-02,1.681707e-02,-2.933585e-03
1.242676e+00,4.109595e-02,2.466249e-02,1.412756e-03
1.242798e+00,4.390205e-02,2.009472e-02,-1.470248e-04
1.242920e+00,4.437775e-02,2.451103e-02,2.773075e-05
1.243042e+00,4.015135e-02,1.511881e-02,-3.351751e-03
1.243164e+00,4.915246e-02,2.482089e-02,1.002489e-03
1.243286e+00,4.327586e-02,2.053320e-02,-7.728953e-04
1.243408e+00,4.008123e-02,2.265161e-02,1.495073e-03
1.243530e+00,4.285854e-02,2.326780e-02,-2.077960e-04
1.243652e+00,3.748038e-02,2.843285e-02,3.355734e-04
1.243774e+00,3.852030e-02,2.203332e-02,1.679302e-03
1.243896e+00,4.131975e-02,2.291436e-02,2.543970e-03
1.244019e+00,4.346746e-02,2.606780e-02,-1.911624e-03
1.244141e+00,3.949066e-02,2.279109e-02,1.812616e-03
1.244263e+00,4.448216e-02,2.516262e-02,4.501525e-03
1.244385e+00,4.092861e-02,2.720349e-02,-4.584011e-04
1.244507e+00,3.290948e-02,2.541726e-02,-4.540990e-04
1.244629e+00,4.210862e-02,2.322206e-02,3.678098e-03
1.244751e+00,4.091815e-02,2.798810e-02,1.548494e-03
1.244873e+00,3.672028e-02,1.996785e-02,1.955016e-03
1.244995e+00,4.537335e-02,2.550416e-02,-6.262074e-04
1.245117e+00,3.604010e-02,2.388254e-02,-1.090024e-03
1.245239e+00,3.771954e-02,3.269004e-02,-6.808068e-04
1.245361e+00,4.373910e-02,2.063852e-02,-2.662632e-03
1.245483e+00,4.657185e-02,2.882766e-02,2.098292e-03
1.245605e+00,3.971115e-02,2.903336e-02,-4.288843e-04
1.245728e+00,3.734148e-02,2.827947e-02,-7.941490e-04
1.245850e+00,3.792555e-02,3.802398e-02,1.343102e-03
1.245972e+00,3.214927e-02,2.976197e-02,-7.521044e-04
1.246094e+00,4.147012e-02,2.955289e-02,-1.944299e-03
1.246216e+00,3.249323e-02,2.649621e-02,-9.825016e-04
1.246338e+00,2.910488e-02,3.100937e-02,4.323011e-03
1.246460e+00,3.279012e-02,2.686963e-02,5.029705e-03
1.246582e+00,2.849049e-02,3.467915e-02,-2.830557e-03
1.246704e+00,3.919705e-02,2.828528e-02,2.218678e-03
1.246826e+00,3.413954e-02,3.733864e-02,2.240538e-03
1.246948e+00,3.163426e-02,3.210936e-02,-3.654556e-03
1.247070e+00,3.827285e-02,3.196083e-02,-1.467947e-03
1.247192e+00,3.350638e-02,2.924067e-02,1.186966e-03
1.247314e+00,2.837934e-02,3.151678e-02,5.472757e-04
1.247437e+00,3.477120e-02,3.618910e-02,-3.559957e-03
1.247559e+00,3.219030e-02,1.956919e-02,-7.401292e-04
1.247681e+00,3.293624e-02,2.458572e-02,2.999975e-03
1.247803e+00,3.092765e-02,3.681124e-02,5.966163e-04
1.247925e+00,2.570900e-02,3.801000e-02,2.250659e-03
1.248047e+00,3.119383e-02,3.379410e-02,-2.413289e-03
1.248169e+00,3.176889e-02,3.314481e-02,2.932703e-03
1.248291e+00,2.305205e-02,3.201803e-02,8.156338e-04
1.248413e+00,2.785317e-02,3.493699e-02,-4.413037e-04
1.248535e+00,3.415210e-02,3.393059e-02,-8.075718e-05
1.248657e+00,2.920994e-02,3.204972e-02,3.405387e-04
1.248779e+00,2.959783e-02,4.211322e-02,-1.399575e-03
1.248901e+00,2.425308e-02,3.528148e-02,-2.582663e-03
1.249023e+00,2.591773e-02,3.713908e-02,2.439563e-04
1.249146e+00,2.482115e-02,3.470652e-02,-3.851619e-03
1.249268e+00,2.836862e-02,3.423401e-02,5.666942e-03
1.249390e+00,2.546415e-02,4.130524e-02,1.447783e-04
1.249512e+00,3.211671e-02,3.494632e-02,2.163870e-03
1.249634e+00,2.768174e-02,3.734395e-02,-5.329757e-03
1.249756e+00,3.125998e-02,3.539406e-02,-4.007506e-03
1.249878e+00,2.589042e-02,3.946044e-02,2.771610e-03
1.250000e+00,2.552515e-02,3.890207e-02,1.957454e-03
1.250122e+00,2.712280e-02,3.962500e-02,4.068826e-03
1.250244e+00,2.672156e-02,3.282928e-02,4.073181e-03
1.250366e+00,2.563213e-02,4.054977e-02,6.228034e-03
1.250488e+00,3.084590e-02,3.686576e-02,2.889906e-03
1.250610e+00,2.099010e-02,3.907967e-02,-3.293596e-03
1.250732e+00,2.226198e-02,3.864564e-02,3.065500e-03
1.250854e+00,2.074420e-02,3.570303e-02,4.882429e-03
1.250977e+00,2.928079e-02,3.897092e-02,-3.355364e-03
1.251099e+00,2.095984e-02,3.921514e-02,3.466650e-03
1.251221e+00,1.632052e-02,3.690224e-02,-2.600144e-03
1.251343e+00,2.332205e-02,3.220893e-02,-3.937854e-03
1.251465e+00,2.480246e-02,3.923456e-02,5.365499e-03
1.251587e+00,2.468179e-02,3.693583e-02,-2.882465e-03
1.251709e+00,1.328801e-02,3.597535e-02,-8.070433e-04
1.251831e+00,2.197203e-02,3.735757e-02,-9.850097e-04
1.251953e+00,1.991243e-02,4.034347e-02,1.397650e-05
1.252075e+00,1.524887e-02,3.925611e-02,4.374997e-03
1.252197e+00,1.838550e-02,4.079066e-02,-1.890000e-03
1.252319e+00,9.340238e-03,3.777117e-02,-2.686065e-03
1.252441e+00,1.729283e-02,4.261730e-02,3.791545e-04
1.252563e+00,1.913523e-02,3.696687e-02,2.887960e-03
1.252686e+00,2.065922e-02,4.212878e-02,1.714930e-03
1.252808e+00,1.175601e-02,4.353474e-02,-1.146964e-03
1.252930e+00,1.115409e-02,3.578743e-02,-4.186351e-03
1.253052e+00,1.348829e-02,4.003911e-02,4.713995e-04
1.253174e+00,1.361162e-02,3.696166e-02,-9.900882e-05
1.253296e+00,1.713374e-02,3.720731e-02,-6.067709e-03
1.253418e+00,1.428694e-02,4.055325e-02,3.739751e-03
1.253540e+00,2.150723e-02,4.163040e-02,7.998081e-03
1.253662e+00,1.937097e-02,3.534516e-02,8.002570e-03
1.253784e+00,9.741907e-03,3.531735e-02,-5.959187e-04
1.253906e+00,1.770349e-02,3.761373e-02,7.070856e-04
1.254028e+00,1.053909e-02,4.583497e-02,3.405192e-04
1.254150e+00,1.681631e-02,3.983771e-02,-2.174967e-03
1.254272e+00,1.066544e-02,4.035726e-02,2.434040e-03
1.254395e+00,6.327366e-03,4.194429e-02,-1.808848e-03
1.254517e+00,1.653389e-02,4.008029e-02,-1.480638e-03
1.254639e+00,1.068638e-02,4.064208e-02,-7.601132e-04
1.254761e+00,1.567294e-02,4.607409e-02,-2.948068e-03
1.254883e+00,1.200248e-02,3.801335e-02,-1.788723e-03
1.255005e+00,9.761493e-04,4.311586e-02,7.918983e-06
1.255127e+00,1.346314e-02,4.299825e-02,3.217186e-04
1.255249e+00,6.559045e-03,5.197357e-02,2.192010e-03
1.255371e+00,1.010369e-02,4.358221e-02,-7.085054e-04
1.255493e+00,3.223593e-03,4.922088e-02,-3.166451e-03
1.255615e+00,2.641675e-03,4.739239e-02,-5.750286e-03
1.255737e+00,3.577364e-03,4.427092e-02,-1.345582e-03
1.255859e+00,5.587913e-03,4.205538e-02,5.216051e-05
1.255981e+00,6.081582e-04,4.373928e-02,-1.554892e-03
1.256104e+00,6.873537e-03,4.963308e-02,-3.026057e-03
1.256226e+00,4.518849e-03,4.745141e-02,1.645953e-03
1.256348e+00,7.814314e-03,4.236269e-02,1.281887e-03
1.256470e+00,6.569102e-04,4.670009e-02,-5.626430e-03
1.256592e+00,7.746402e-03,4.462257e-02,1.613168e-03
1.256714e+00,5.325977e-03,4.105360e-02,-1.608987e-04
1.256836e+00,1.514385e-03,4.670484e-02,5.054551e-04
1.256958e+00,5.661801e-03,4.565175e-02,-7.299958e-03
1.257080e+00,4.155823e-03,4.396922e-02,-1.959581e-03
1.257202e+00,-1.666065e-04,4.502972e-02,1.290342e-03
1.257324e+00,6.432861e-03,3.952042e-02,3.166879e-04
1.257446e+00,2.664078e-03,4.340805e-02,-9.265295e-04
1.257568e+00,5.201287e-03,4.610078e-02,3.445476e-04
1.257690e+00,3.438836e-03,3.198399e-02,-1.067096e-03
1.257812e+00,5.172247e-03,4.305064e-02,3.249435e-03
1.257935e+00,2.314823e-03,4.264803e-02,-7.099683e-04
1.258057e+00,1.531887e-03,4.449788e-02,-1.940590e-03
1.258179e+00,-4.455243e-03,4.335274e-02,-3.179280e-03
1.258301e+00,-1.571348e-02,4.870748e-02,5.690307e-03
1.258423e+00,1.140482e-03,4.571799e-02,-3.091043e-03
1.258545e+00,-8.249403e-03,3.814668e-02,4.704191e-04
1.258667e+00,-2.434138e-03,4.425354e-02,-7.978219e-04
1.258789e+00,1.469863e-03,4.780106e-02,-2.180340e-04
1.258911e+00,4.582946e-03,3.841159e-02,2.783595e-03
1.259033e+00,-1.459447e-03,3.469229e-02,4.428711e-04
1.259155e+00,-7.279128e-03,4.107340e-02,1.072963e-03
1.259277e+00,-6.248452e-03,4.457312e-02,-9.701505e-04
1.259399e+00,-1.315717e-03,4.082118e-02,4.780543e-03
1.259521e+00,-1.063747e-02,4.073905e-02,1.904263e-03
1.259644e+00,-1.118904e-02,3.927979e-02,1.802492e-03
1.259766e+00,-1.269805e-02,4.996849e-02,-1.345504e-03
1.259888e+00,-3.074723e-03,4.877542e-02,-2.850082e-03
1.260010e+00,-8.861582e-03,4.625154e-02,-1.949910e-03
1.260132e+00,-4.834043e-03,4.337274e-02,-4.777115e-03
1.260254e+00,-1.232174e-02,3.614841e-02,3.915282e-03
1.260376e+00,-9.318965e-03,4.360027e-02,1.626468e-03
1.260498e+00,-1.131400e-02,3.947603e-02,1.357554e-03
1.260620e+00,-1.106676e-02,3.926766e-02,-5.497011e-03
1.260742e+00,-9.476665e-03,3.986375e-02,-1.731863e-03
1.260864e+00,-8.950432e-03,4.292209e-02,2.691175e-04
1.260986e+00,-1.587603e-02,4.435825e-02,-4.786806e-03
1.261108e+00,-1.028069e-02,3.602168e-02,1.468556e-04
1.261230e+00,-1.838331e-02,4.419723e-02,-2.424034e-03
1.261353e+00,-1.303172e-02,4.413130e-02,-5.099783e-03
1.261475e+00,-1.855198e-02,3.914157e-02,-1.498274e-03
1.261597e+00,-1.113228e-02,3.779687e-02,-3.739931e-03
1.261719e+00,-1.362286e-02,4.300510e-02,-5.837622e-04
1.261841e+00,-1.376096e-02,5.232080e-02,-3.169335e-03
1.261963e+00,-1.611761e-02,3.621861e-02,6.477163e-03
1.262085e+00,-7.315045e-03,4.775594e-02,-2.072018e-03
1.262207e+00,-8.970227e-03,3.553934e-02,9.453292e-04
1.262329e+00,-1.438880e-02,3.602521e-02,-4.304035e-04
1.262451e+00,-1.359340e-02,3.900744e-02,1.358065e-03
1.262573e+00,-2.041978e-02,3.473983e-02,4.364415e-04
1.262695e+00,-2.183107e-02,4.058920e-02,-3.045965e-03
1.262817e+00,-8.687446e-03,3.263348e-02,-1.042942e-03
1.262939e+00,-2.605537e-02,3.856928e-02,-4.054766e-04
1.263062e+00,-8.577697e-03,4.006015e-02,-2.438624e-03
1.263184e+00,-1.761991e-02,3.770495e-02,-1.586161e-03
1.263306e+00,-1.468639e-02,4.105477e-02,9.978706e-05
1.263428e+00,-1.372296e-02,4.346234e-02,-2.400272e-03
1.263550e+00,-1.179201e-02,3.969749e-02,3.025590e-03
1.263672e+00,-1.405160e-02,4.097508e-02,3.137705e-03
1.263794e+00,-2.456474e-02,3.767819e-02,-1.806720e-03
1.263916e+00,-1.030124e-02,3.849189e-02,1.829440e-03
1.264038e+00,-1.900183e-02,4.269598e-02,-1.485262e-03
1.264160e+00,-1.626788e-02,4.220413e-02,-9.482955e-04
