t_s,mic_v,accel_m_s2,force_n
1.209412e-01,-1.016276e-01,-7.134555e-02,7.153064e-04
1.209717e-01,-5.560283e-02,-5.629153e-03,-1.136798e-03
1.210022e-01,8.129286e-02,6.308701e-02,-2.939785e-04
1.210327e-01,1.474464e-01,8.531393e-02,-8.049863e-05
1.210632e-01,1.029960e-01,9.254822e-02,1.977170e-03
1.210938e-01,2.071302e-02,-8.129760e-03,-2.464210e-03
1.211243e-01,-6.101577e-02,-8.112326e-02,2.206099e-03
1.211548e-01,-1.466257e-01,-7.069919e-02,1.232246e-03
1.211853e-01,-1.360571e-01,-9.874970e-02,-2.494791e-03
1.212158e-01,-1.403055e-02,-2.707270e-02,-4.962723e-03
1.212463e-01,9.830978e-02,4.515735e-02,-2.773752e-03
1.212769e-01,1.218486e-01,9.230320e-02,1.581239e-03
1.213074e-01,1.076894e-01,6.346027e-02,4.780457e-03
1.213379e-01,3.401351e-02,1.270784e-02,2.944292e-03
1.213684e-01,-9.570808e-02,-8.234073e-02,1.843143e-03
1.213989e-01,-1.519930e-01,-1.305747e-01,-6.535389e-04
1.214294e-01,-7.664751e-02,-7.189310e-02,2.505041e-03
1.214600e-01,-2.879296e-02,-3.207317e-03,-8.145553e-04
1.214905e-01,6.824690e-02,2.854313e-02,6.175250e-05
1.215210e-01,1.362490e-01,1.116655e-01,1.226107e-03
1.215515e-01,1.058290e-01,6.554493e-02,2.161515e-03
1.215820e-01,6.795560e-04,1.084612e-02,-1.685276e-03
1.216125e-01,-8.743568e-02,-3.229097e-02,3.749619e-03
1.216431e-01,-1.374851e-01,-1.008319e-01,-5.677645e-06
1.216736e-01,-1.316113e-01,-1.163239e-01,1.995614e-03
1.217041e-01,-1.881846e-02,7.606812e-03,2.010803e-03
1.217346e-01,1.058256e-01,4.289433e-02,-6.743243e-04
1.217651e-01,1.185578e-01,9.659511e-02,3.885225e-03
1.217957e-01,1.015151e-01,9.737513e-02,-1.085136e-04
1.218262e-01,2.948120e-02,2.718297e-02,-1.444599e-03
1.218567e-01,-8.502027e-02,-7.801445e-02,1.212855e-03
1.218872e-01,-1.586157e-01,-1.029099e-01,-4.936127e-03
1.219177e-01,-9.477697e-02,-7.333587e-02,1.498537e-04
1.219482e-01,-2.498005e-02,-3.755572e-02,2.347875e-04
1.219788e-01,6.485646e-02,5.230008e-02,2.447924e-03
1.220093e-01,1.388594e-01,1.087273e-01,-1.307767e-03
1.220398e-01,1.355894e-01,1.024311e-01,-2.977041e-03
1.220703e-01,-7.121837e-05,-1.045853e-02,4.563474e-04
1.221008e-01,-6.714017e-02,-8.272113e-02,1.336909e-04
1.221313e-01,-1.315081e-01,-1.116591e-01,-2.224076e-03
1.221619e-01,-1.226238e-01,-5.761137e-02,1.307561e-03
1.221924e-01,-3.025257e-02,1.302071e-02,3.501536e-03
1.222229e-01,1.053031e-01,6.118452e-02,2.851218e-03
1.222534e-01,1.417227e-01,6.713641e-02,6.180860e-05
1.222839e-01,1.018508e-01,7.390345e-02,2.287306e-03
1.223145e-01,4.675937e-03,4.591616e-04,-2.206260e-03
1.223450e-01,-8.628693e-02,-1.085606e-02,-3.935527e-04
1.223755e-01,-1.579996e-01,-8.153982e-02,-5.791094e-05
1.224060e-01,-9.434355e-02,-7.234172e-02,2.240404e-03
1.224365e-01,-9.550674e-03,-3.870824e-02,2.047195e-03
1.224670e-01,6.844262e-02,6.448217e-02,3.983538e-03
1.224976e-01,1.437985e-01,1.189127e-01,1.847352e-03
1.225281e-01,1.179651e-01,1.019007e-01,2.908497e-03
1.225586e-01,1.870937e-02,-1.047824e-02,-5.415552e-04
1.225891e-01,-9.075131e-02,-8.400546e-02,-3.055622e-03
1.226196e-01,-1.288455e-01,-7.332018e-02,1.762475e-03
1.226501e-01,-1.243136e-01,-7.022194e-02,8.600136e-04
1.226807e-01,-2.351447e-02,-1.772338e-03,7.898251e-04
1.227112e-01,9.358528e-02,8.929784e-02,-1.039643e-03
1.227417e-01,1.588678e-01,7.992976e-02,1.317626e-03
1.227722e-01,7.539505e-02,6.576356e-02,2.974661e-03
1.228027e-01,2.085553e-02,5.738329e-02,-2.424406e-03
1.228333e-01,-7.043842e-02,-4.587648e-02,1.434060e-03
1.228638e-01,-1.526283e-01,-9.489066e-02,-3.590581e-03
1.228943e-01,-1.254452e-01,-7.985164e-02,-3.752970e-03
1.229248e-01,-1.431839e-02,-3.287428e-03,9.685519e-04
1.229553e-01,8.746995e-02,6.203964e-02,-1.137929e-03
1.229858e-01,1.230802e-01,8.968186e-02,8.593330e-04
1.230164e-01,1.183429e-01,8.376934e-02,1.332765e-03
1.230469e-01,2.694835e-02,-2.355704e-04,-7.528184e-04
1.230774e-01,-9.737520e-02,-4.906859e-02,1.641258e-03
1.231079e-01,-1.281635e-01,-7.656058e-02,1.583786e-03
1.231384e-01,-9.839558e-02,-6.749147e-02,1.187812e-03
1.231689e-01,-3.361091e-02,-4.505895e-04,4.645420e-04
1.231995e-01,8.601420e-02,4.188152e-02,1.817803e-03
1.232300e-01,1.506681e-01,1.405003e-01,3.332158e-03
1.232605e-01,1.054477e-01,7.503851e-02,2.734877e-03
1.232910e-01,7.138998e-04,1.743186e-02,4.910692e-04
1.233215e-01,-5.912837e-02,-3.969588e-02,-1.539010e-03
1.233521e-01,-1.401622e-01,-1.261954e-01,1.798923e-03
1.233826e-01,-1.373634e-01,-7.118833e-02,1.845272e-04
1.234131e-01,-5.947529e-03,-5.267497e-02,1.107741e-03
1.234436e-01,8.791449e-02,6.837814e-02,-1.655120e-03
1.234741e-01,1.084501e-01,8.821521e-02,1.319543e-03
1.235046e-01,1.166015e-01,9.150504e-02,-1.248040e-04
1.235352e-01,2.160640e-02,3.378221e-02,-2.034544e-04
1.235657e-01,-1.028481e-01,-6.332493e-02,-1.988860e-03
1.235962e-01,-1.354562e-01,-7.178060e-02,-8.089059e-04
1.236267e-01,-9.648058e-02,-7.800223e-02,1.375489e-03
1.236572e-01,-8.502153e-03,-9.680098e-03,-1.085025e-03
1.236877e-01,6.793251e-02,8.192421e-02,2.099634e-03
1.237183e-01,1.494200e-01,1.164020e-01,-7.831299e-04
1.237488e-01,1.032199e-01,7.443980e-02,-1.516240e-04
1.237793e-01,1.200123e-02,1.315609e-02,-1.119723e-04
1.238098e-01,-7.020686e-02,-3.952121e-02,-1.573018e-03
1.238403e-01,-1.157894e-01,-1.028201e-01,-2.942250e-03
1.238708e-01,-1.183921e-01,-1.179840e-01,7.317778e-04
1.239014e-01,3.233092e-04,-1.155944e-02,-1.029011e-03
1.239319e-01,9.036339e-02,6.711329e-02,-3.685766e-03
1.239624e-01,1.199328e-01,1.142413e-01,1.822237e-03
1.239929e-01,1.081969e-01,8.437407e-02,-2.498766e-03
1.240234e-01,5.289501e-02,1.443853e-02,-1.400426e-04
1.240540e-01,-9.185405e-02,-8.138547e-02,1.396739e-03
1.240845e-01,-1.513760e-01,-1.024431e-01,1.608074e-03
1.241150e-01,-1.209939e-01,-6.663047e-02,-2.235163e-03
1.241455e-01,-2.981087e-02,-5.018190e-02,3.483704e-04
1.241760e-01,7.346611e-02,4.408775e-02,4.193677e-03
1.242065e-01,1.501632e-01,8.481958e-02,2.708446e-03
1.242371e-01,1.177249e-01,7.010141e-02,3.747345e-03
1.242676e-01,1.510077e-03,-1.996248e-03,-1.219820e-04
1.242981e-01,-7.457375e-02,-4.488242e-02,1.515917e-03
1.243286e-01,-1.027617e-01,-5.866301e-02,-6.054478e-04
1.243591e-01,-1.094044e-01,-7.844888e-02,1.008531e-03
1.243896e-01,-2.471583e-02,-2.316142e-02,2.407651e-03
1.244202e-01,1.102261e-01,3.529504e-02,-1.761622e-03
1.244507e-01,1.541268e-01,8.070751e-02,9.742516e-04
1.244812e-01,9.555231e-02,3.743620e-02,-2.738800e-03
1.245117e-01,2.492922e-02,-1.133015e-02,1.192569e-03
1.245422e-01,-7.946764e-02,-2.758825e-02,5.875645e-03
1.245728e-01,-1.492994e-01,-1.209685e-01,-1.201998e-03
1.246033e-01,-9.234780e-02,-8.358330e-02,2.447767e-03
1.246338e-01,-2.117238e-02,2.399429e-02,-2.826210e-03
1.246643e-01,6.683514e-02,7.218314e-02,-2.766501e-03
1.246948e-01,1.386001e-01,1.092254e-01,-1.870615e-03
1.247253e-01,1.265012e-01,9.175218e-02,2.216280e-03
1.247559e-01,-1.175961e-02,3.240105e-03,-4.326248e-04
1.247864e-01,-7.384219e-02,-4.956790e-02,-7.144084e-04
1.248169e-01,-1.276110e-01,-8.592587e-02,3.310592e-03
1.248474e-01,-1.113326e-01,-8.174831e-02,-3.851920e-03
1.248779e-01,-1.945301e-02,-5.215898e-02,-1.227987e-04
1.249084e-01,8.008633e-02,7.383937e-02,1.173446e-03
1.249390e-01,1.280018e-01,1.088894e-01,2.180995e-03
1.249695e-01,8.944929e-02,6.601909e-02,-1.072146e-03
1.250000e-01,3.019326e-02,6.151084e-03,3.604622e-03
1.250305e-01,-7.831595e-02,-6.954411e-02,-3.372190e-03
1.250610e-01,-1.339561e-01,-7.937556e-02,-1.065753e-03
1.250916e-01,-9.219556e-02,-9.221084e-02,-1.491584e-03
1.251221e-01,2.025446e-02,-1.010878e-02,-5.452180e-04
1.251526e-01,7.562987e-02,5.534016e-02,5.701753e-06
1.251831e-01,1.321432e-01,8.050270e-02,-9.152823e-04
1.252136e-01,1.297495e-01,7.376150e-02,1.582028e-03
1.252441e-01,-1.680231e-03,3.238295e-04,1.664966e-03
1.252747e-01,-9.419998e-02,-6.850504e-02,2.232515e-03
1.253052e-01,-1.223576e-01,-7.933495e-02,3.376950e-04
1.253357e-01,-1.087289e-01,-1.163409e-01,1.386724e-03
1.253662e-01,-2.415958e-02,-4.825210e-02,-4.293529e-03
1.253967e-01,9.526314e-02,3.750014e-02,3.270361e-04
1.254272e-01,1.426147e-01,9.712690e-02,-6.072547e-05
1.254578e-01,9.778295e-02,8.638750e-02,1.220488e-03
1.254883e-01,7.203435e-03,-8.802011e-03,4.297430e-03
1.255188e-01,-7.467493e-02,-3.494134e-02,9.616660e-04
1.255493e-01,-1.414226e-01,-1.240429e-01,1.343264e-03
1.255798e-01,-1.161116e-01,-7.541177e-02,2.977150e-03
1.256104e-01,-1.978236e-02,-2.941789e-02,3.291865e-03
1.256409e-01,8.890335e-02,6.744005e-02,-7.464135e-04
1.256714e-01,1.257297e-01,8.435695e-02,1.611612e-03
1.257019e-01,9.735090e-02,7.044145e-02,1.816911e-03
1.257324e-01,2.839578e-02,-2.834832e-03,-1.838794e-03
1.257629e-01,-8.581400e-02,-3.951422e-02,1.181119e-03
1.257935e-01,-1.410272e-01,-8.696438e-02,3.465599e-03
1.258240e-01,-1.091604e-01,-7.880749e-02,-1.498941e-04
1.258545e-01,-3.572585e-02,-1.343361e-02,-5.268722e-03
1.258850e-01,6.189115e-02,5.982681e-02,-5.040673e-04
1.259155e-01,1.535270e-01,8.762780e-02,-8.388159e-04
1.259460e-01,9.561868e-02,4.618742e-02,-2.308002e-04
1.259766e-01,7.628773e-03,1.047708e-02,-5.410620e-04
1.260071e-01,-5.609096e-02,-4.080610e-02,-2.265356e-04
1.260376e-01,-1.179475e-01,-9.718364e-02,1.380832e-03
1.260681e-01,-1.245822e-01,-8.127151e-02,-1.581206e-04
1.260986e-01,-8.723022e-03,7.915047e-03,-1.488771e-03
1.261292e-01,8.377514e-02,6.914048e-02,-2.521445e-03
1.261597e-01,1.066178e-01,8.012940e-02,-7.989102e-04
1.261902e-01,9.142193e-02,7.600006e-02,3.681950e-04
1.262207e-01,3.545449e-02,1.147528e-02,1.335466e-03
1.262512e-01,-9.748708e-02,-4.107255e-02,-5.523345e-04
1.262817e-01,-1.456973e-01,-8.062065e-02,4.746950e-04
1.263123e-01,-8.376150e-02,-6.987332e-02,-5.895951e-04
1.263428e-01,-3.867770e-02,-6.879040e-02,1.281366e-03
1.263733e-01,6.896015e-02,3.140591e-02,1.219329e-04
1.264038e-01,1.451926e-01,1.145431e-01,-1.031293e-03
1.264343e-01,1.064153e-01,6.847724e-02,1.271373e-03
1.264648e-01,-4.715569e-03,6.222297e-03,-8.098672e-04
1.264954e-01,-6.510592e-02,-4.964152e-02,1.159302e-04
1.265259e-01,-1.360095e-01,-7.221471e-02,-1.100747e-03
1.265564e-01,-1.045245e-01,-9.935431e-02,-2.972745e-04
1.265869e-01,-4.427568e-03,2.786629e-02,3.261570e-04
1.266174e-01,9.272984e-02,8.473625e-02,-2.910692e-03
1.266479e-01,1.171875e-01,1.190100e-01,-3.166463e-04
1.266785e-01,8.804137e-02,5.924277e-02,3.830862e-04
1.267090e-01,3.326322e-02,4.188118e-02,-6.141228e-04
1.267395e-01,-8.463128e-02,-5.208225e-02,-7.582303e-04
1.267700e-01,-1.446400e-01,-1.471292e-01,2.250146e-03
1.268005e-01,-9.059368e-02,-9.385660e-02,3.421872e-06
1.268311e-01,-2.928689e-02,-2.785546e-02,-1.327166e-03
1.268616e-01,7.313370e-02,4.735040e-02,-4.014799e-04
1.268921e-01,1.479258e-01,1.137714e-01,-2.339523e-03
1.269226e-01,1.050325e-01,7.141732e-02,3.090283e-04
1.269531e-01,6.302268e-03,-2.977865e-02,-1.929974e-03
1.269836e-01,-7.064773e-02,-2.922185e-02,-1.114279e-03
1.270142e-01,-1.118677e-01,-6.253012e-02,7.636435e-04
1.270447e-01,-1.060506e-01,-1.189781e-01,8.370251e-04
1.270752e-01,-3.523606e-02,-4.139761e-03,-1.186994e-03
1.271057e-01,7.506581e-02,6.543501e-02,3.111070e-03
1.271362e-01,1.231433e-01,7.967675e-02,1.876848e-04
1.271667e-01,1.022593e-01,7.135331e-02,-3.760485e-03
1.271973e-01,4.430648e-02,5.030890e-02,7.047506e-03
1.272278e-01,-9.726382e-02,-4.773877e-02,1.094048e-03
1.272583e-01,-1.518220e-01,-1.083575e-01,-1.931591e-03
1.272888e-01,-1.049390e-01,-3.381133e-02,-1.847916e-03
1.273193e-01,-1.823305e-02,4.470399e-03,-9.231438e-05
1.273499e-01,7.319656e-02,5.115597e-02,-9.081707e-04
1.273804e-01,1.220016e-01,6.340384e-02,-2.845777e-03
1.274109e-01,1.167900e-01,1.018010e-01,1.351729e-05
1.274414e-01,-4.570689e-03,1.149968e-02,-3.098433e-03
1.274719e-01,-9.709513e-02,-4.312291e-02,-2.880152e-04
1.275024e-01,-1.079209e-01,-7.912355e-02,6.783278e-04
1.275330e-01,-9.867467e-02,-8.233184e-02,-2.301980e-04
1.275635e-01,-3.420921e-02,-4.613665e-02,-1.144117e-03
1.275940e-01,1.033855e-01,5.148048e-02,3.054788e-03
1.276245e-01,1.362688e-01,7.109829e-02,8.395362e-04
1.276550e-01,1.024570e-01,4.762062e-02,-4.493140e-03
1.276855e-01,1.459642e-02,5.315799e-03,1.699281e-03
1.277161e-01,-5.591013e-02,-3.613916e-02,-8.500455e-04
1.277466e-01,-1.300893e-01,-9.943717e-02,2.686255e-03
1.277771e-01,-8.520346e-02,-9.305842e-02,-5.188355e-03
1.278076e-01,-9.673387e-03,-2.913169e-02,2.818490e-03
1.278381e-01,7.950667e-02,2.133146e-02,-3.936853e-04
1.278687e-01,1.416794e-01,7.450503e-02,1.275371e-03
1.278992e-01,1.012828e-01,1.200252e-01,-1.271695e-03
1.279297e-01,2.027268e-02,1.926259e-02,-7.142215e-04
1.279602e-01,-9.011576e-02,-6.941708e-02,2.061028e-03
1.279907e-01,-9.962076e-02,-6.657061e-02,-1.036465e-03
1.280212e-01,-9.615984e-02,-5.921575e-02,1.255323e-03
1.280518e-01,-3.018551e-02,5.908228e-04,9.951960e-05
1.280823e-01,8.080502e-02,4.712091e-02,3.970767e-03
1.281128e-01,1.437504e-01,1.071660e-01,2.226722e-03
1.281433e-01,9.622800e-02,7.121512e-02,7.314733e-04
1.281738e-01,9.027703e-03,4.779417e-03,-3.038748e-03
1.282043e-01,-6.061944e-02,-2.062680e-02,-1.347868e-03
1.282349e-01,-1.294210e-01,-7.517941e-02,1.542461e-03
1.282654e-01,-1.098697e-01,-6.572125e-02,6.420374e-04
1.282959e-01,6.063750e-03,-1.933533e-02,3.479907e-03
1.283264e-01,9.994167e-02,3.865391e-02,1.139813e-03
1.283569e-01,9.995341e-02,8.015605e-02,-4.834302e-05
1.283875e-01,1.059968e-01,8.986868e-02,2.470569e-03
1.284180e-01,1.908172e-02,9.045423e-03,-1.021569e-03
1.284485e-01,-8.603569e-02,-5.992809e-02,-7.489324e-04
1.284790e-01,-1.395483e-01,-1.229388e-01,-1.050691e-03
1.285095e-01,-8.612444e-02,-4.358758e-02,-1.124767e-03
1.285400e-01,-2.448016e-02,2.112811e-02,1.373638e-04
1.285706e-01,8.484689e-02,2.128111e-02,1.614839e-04
1.286011e-01,1.440260e-01,1.001040e-01,3.520264e-03
1.286316e-01,1.011217e-01,7.100510e-02,1.644501e-03
1.286621e-01,-6.292400e-03,-2.851286e-03,-2.794581e-03
1.286926e-01,-7.296576e-02,-5.479347e-02,2.724445e-04
1.287231e-01,-1.229235e-01,-1.172538e-01,-1.431671e-03
1.287537e-01,-1.078955e-01,-5.907467e-02,-2.058026e-04
1.287842e-01,-6.233243e-03,-7.054794e-03,-9.553877e-04
1.288147e-01,9.351269e-02,6.408579e-02,-3.756873e-03
1.288452e-01,1.249062e-01,9.415660e-02,-3.321820e-03
1.288757e-01,8.922475e-02,9.838942e-02,-2.888978e-03
1.289062e-01,4.374432e-02,5.342146e-03,-3.372466e-03
1.289368e-01,-9.358744e-02,-4.860737e-02,-1.273260e-03
1.289673e-01,-1.432582e-01,-1.056044e-01,1.451941e-03
1.289978e-01,-7.696759e-02,-6.526995e-02,-5.337816e-04
1.290283e-01,-2.993387e-03,-4.082329e-02,9.092717e-04
1.290588e-01,6.764797e-02,4.987860e-02,-2.279972e-04
1.290894e-01,1.458240e-01,7.376625e-02,1.278532e-03
1.291199e-01,1.182249e-01,8.619519e-02,-1.459980e-03
1.291504e-01,-6.480995e-04,-9.004328e-03,4.039459e-04
1.291809e-01,-6.230174e-02,-6.693998e-02,-2.330800e-03
1.292114e-01,-1.163793e-01,-1.002262e-01,-2.666855e-03
1.292419e-01,-9.768645e-02,-1.135815e-01,1.995009e-03
1.292725e-01,-2.125673e-02,1.156818e-02,1.098724e-04
1.293030e-01,8.542512e-02,5.615269e-02,1.343561e-03
1.293335e-01,1.144783e-01,6.209749e-02,1.699697e-03
1.293640e-01,9.925075e-02,3.870980e-02,-3.839912e-03
1.293945e-01,3.093122e-02,4.487349e-02,-2.371036e-03
1.294250e-01,-7.488779e-02,-3.061162e-02,-2.107478e-03
1.294556e-01,-1.410900e-01,-9.776834e-02,8.200187e-04
1.294861e-01,-8.306806e-02,-4.361847e-02,-8.792428e-04
1.295166e-01,-4.441159e-03,-6.223385e-03,-4.716913e-03
1.295471e-01,7.957764e-02,2.596399e-02,-1.079215e-04
1.295776e-01,1.475242e-01,9.639545e-02,-1.228678e-03
1.296082e-01,9.523013e-02,3.696653e-02,-3.490659e-03
1.296387e-01,1.332746e-02,-1.628295e-02,1.774035e-03
1.296692e-01,-8.698519e-02,-3.839453e-02,1.641507e-04
1.296997e-01,-1.084330e-01,-1.024740e-01,6.071796e-04
1.297302e-01,-1.026014e-01,-6.957370e-02,-1.500400e-03
1.297607e-01,-2.865605e-02,-6.308080e-03,-2.238050e-03
1.297913e-01,8.492573e-02,7.391237e-02,3.058718e-03
1.298218e-01,1.024591e-01,5.759538e-02,-1.981307e-03
1.298523e-01,1.026866e-01,5.672587e-02,-7.004790e-04
1.298828e-01,2.053781e-02,1.105071e-02,-4.263368e-03
1.299133e-01,-7.502509e-02,-2.649449e-02,9.410129e-04
1.299438e-01,-1.320372e-01,-1.265331e-01,-1.619386e-03
1.299744e-01,-1.025864e-01,-6.261197e-02,1.159683e-03
1.300049e-01,-1.195420e-02,1.541906e-02,-1.360670e-03
1.300354e-01,7.513606e-02,2.112506e-02,-2.281869e-04
1.300659e-01,1.065134e-01,1.078986e-01,-4.252939e-03
1.300964e-01,1.129559e-01,9.601820e-02,-4.505678e-03
1.301270e-01,2.711078e-02,-1.130880e-02,-2.391883e-03
1.301575e-01,-7.269879e-02,-5.974611e-02,-2.200244e-03
1.301880e-01,-1.070295e-01,-8.312111e-02,3.212729e-04
1.302185e-01,-8.008860e-02,-1.003731e-01,1.469004e-03
1.302490e-01,-2.756696e-02,-1.501441e-02,-2.003442e-03
1.302795e-01,6.257948e-02,6.277339e-02,3.554792e-03
1.303101e-01,1.161412e-01,9.998067e-02,2.063280e-04
1.303406e-01,8.726949e-02,6.957887e-02,1.310640e-03
1.303711e-01,1.466870e-02,3.732231e-03,-4.607323e-04
1.304016e-01,-7.385470e-02,-3.151037e-02,3.090441e-03
1.304321e-01,-1.426769e-01,-8.564191e-02,6.827651e-04
1.304626e-01,-1.027802e-01,-6.521591e-02,1.767471e-03
1.304932e-01,1.072641e-03,7.516974e-03,-2.680677e-03
1.305237e-01,5.606023e-02,7.012766e-02,2.502502e-03
1.305542e-01,1.313861e-01,6.860346e-02,-3.669410e-04
1.305847e-01,1.061607e-01,5.285852e-02,-2.400340e-03
1.306152e-01,1.607343e-02,1.773695e-02,-2.886513e-03
1.306458e-01,-8.709467e-02,-3.795515e-02,1.965842e-03
1.306763e-01,-1.003379e-01,-8.373554e-02,-1.248130e-03
1.307068e-01,-9.577389e-02,-7.405671e-02,-2.850622e-03
1.307373e-01,-2.756892e-02,-2.058294e-02,-6.472623e-04
1.307678e-01,9.106848e-02,4.761509e-02,-3.422866e-04
1.307983e-01,1.258444e-01,1.098348e-01,1.330837e-04
1.308289e-01,1.090303e-01,6.382493e-02,2.220782e-05
1.308594e-01,9.679214e-03,2.476537e-02,-1.276169e-04
1.308899e-01,-5.813622e-02,-6.314618e-02,9.298724e-04
1.309204e-01,-1.339982e-01,-1.211616e-01,-1.692817e-03
1.309509e-01,-9.483252e-02,-7.728438e-02,-3.470645e-03
1.309814e-01,-2.261762e-02,-2.020002e-02,-1.399085e-03
1.310120e-01,7.694878e-02,3.713037e-02,-7.137753e-04
1.310425e-01,1.048495e-01,8.900152e-02,1.187848e-03
1.310730e-01,9.760539e-02,6.800900e-02,-5.871303e-04
1.311035e-01,3.146298e-02,4.449412e-02,-7.240350e-04
1.311340e-01,-8.606721e-02,-5.440935e-02,1.543897e-03
1.311646e-01,-1.201657e-01,-7.597934e-02,-2.761394e-03
1.311951e-01,-7.609362e-02,-6.643695e-02,-2.575403e-03
1.312256e-01,-7.285565e-03,-6.518974e-03,3.764055e-05
1.312561e-01,4.614522e-02,-3.202580e-03,-1.418935e-05
1.312866e-01,1.304530e-01,1.005078e-01,-9.038173e-04
1.313171e-01,9.016653e-02,5.357859e-02,-7.549851e-04
1.313477e-01,6.788820e-04,-1.108149e-02,-1.603258e-04
1.313782e-01,-6.358232e-02,-5.724038e-02,-2.909508e-03
1.314087e-01,-1.026914e-01,-7.947172e-02,9.439493e-04
1.314392e-01,-1.122338e-01,-7.775090e-02,2.580348e-03
1.314697e-01,-2.058415e-02,1.494112e-03,9.623853e-04
1.315002e-01,7.834829e-02,7.285201e-02,1.511592e-03
1.315308e-01,1.063196e-01,8.244281e-02,-1.074559e-03
1.315613e-01,8.249733e-02,7.102811e-02,1.670421e-03
1.315918e-01,1.677371e-02,1.888933e-02,4.223611e-03
1.316223e-01,-9.027450e-02,-4.835141e-02,-1.289486e-03
1.316528e-01,-1.405745e-01,-1.064657e-01,9.230852e-04
1.316833e-01,-1.102957e-01,-4.575328e-02,2.561334e-03
1.317139e-01,-7.979259e-03,1.137555e-02,1.685977e-03
1.317444e-01,6.285257e-02,4.311282e-02,1.358827e-04
1.317749e-01,1.183841e-01,1.253880e-01,5.434056e-04
1.318054e-01,8.907893e-02,7.653675e-02,5.632743e-04
1.318359e-01,-2.665853e-03,-1.489566e-03,1.403381e-03
1.318665e-01,-6.366399e-02,-2.621012e-02,1.199502e-03
1.318970e-01,-1.128634e-01,-1.278898e-01,-1.053761e-03
1.319275e-01,-1.128620e-01,-6.562019e-02,1.862256e-03
1.319580e-01,-6.748686e-03,-6.351585e-02,-1.180805e-03
1.319885e-01,7.900055e-02,4.559380e-02,-6.680979e-04
1.320190e-01,1.340658e-01,7.956491e-02,-3.936590e-03
1.320496e-01,7.790771e-02,5.902796e-02,1.426584e-03
1.320801e-01,3.222407e-02,1.580516e-02,-3.704529e-03
1.321106e-01,-6.981079e-02,-5.129776e-02,6.050768e-04
1.321411e-01,-1.394370e-01,-9.371361e-02,1.463933e-03
1.321716e-01,-9.305243e-02,-6.674788e-02,5.642013e-04
1.322021e-01,-7.597439e-03,6.417147e-03,-3.147858e-03
1.322327e-01,5.810400e-02,3.008995e-03,-3.521585e-03
1.322632e-01,1.520783e-01,1.067152e-01,-3.792745e-03
1.322937e-01,1.117623e-01,8.758682e-02,2.509498e-03
1.323242e-01,1.560694e-02,-5.711136e-04,-1.782180e-03
1.323547e-01,-9.423960e-02,-4.753724e-02,4.106939e-03
1.323853e-01,-1.241761e-01,-7.740474e-02,4.558021e-04
1.324158e-01,-1.112868e-01,-4.871677e-02,3.758574e-04
1.324463e-01,-1.927454e-02,2.908425e-03,1.638739e-03
1.324768e-01,8.874032e-02,2.657090e-02,3.102113e-04
1.325073e-01,1.008387e-01,9.544448e-02,1.284434e-03
1.325378e-01,9.790426e-02,6.547400e-02,-3.179559e-04
1.325684e-01,3.464883e-02,5.104060e-02,2.948281e-04
1.325989e-01,-7.309320e-02,-3.809172e-02,7.653882e-04
1.326294e-01,-1.431355e-01,-9.760133e-02,-3.968879e-03
1.326599e-01,-9.846232e-02,-5.760601e-02,3.976095e-03
1.326904e-01,-7.935535e-03,-1.841830e-03,3.175282e-03
1.327209e-01,5.219057e-02,3.538568e-02,9.602230e-04
1.327515e-01,1.072623e-01,6.644061e-02,1.734212e-03
1.327820e-01,9.652518e-02,8.289750e-02,-7.938151e-04
1.328125e-01,1.339298e-02,1.137989e-02,-1.609786e-03
1.328430e-01,-9.444303e-02,-2.299040e-02,-1.345471e-03
1.328735e-01,-1.084694e-01,-8.510528e-02,-1.119242e-03
1.329041e-01,-1.011165e-01,-6.119097e-02,-3.109971e-03
1.329346e-01,-1.063438e-02,-3.507147e-02,4.482202e-04
1.329651e-01,6.567889e-02,9.230684e-02,-1.973562e-03
1.329956e-01,1.344518e-01,9.601495e-02,1.504961e-05
1.330261e-01,7.056277e-02,7.031281e-02,1.704157e-03
1.330566e-01,1.970636e-02,-2.722996e-03,3.325421e-04
1.330872e-01,-7.266316e-02,-3.255870e-02,-4.683495e-03
1.331177e-01,-1.103428e-01,-1.143754e-01,-4.619667e-04
1.331482e-01,-1.083753e-01,-8.490171e-02,-1.029748e-03
1.331787e-01,-2.744625e-02,-2.180224e-03,1.654156e-03
1.332092e-01,7.232621e-02,4.075478e-02,1.499483e-03
1.332397e-01,1.212550e-01,7.132615e-02,-8.556530e-04
1.332703e-01,1.220433e-01,5.999657e-02,5.291520e-03
1.333008e-01,2.800671e-03,-1.998341e-02,1.311316e-03
1.333313e-01,-9.146385e-02,-6.858191e-02,1.502010e-03
1.333618e-01,-1.082798e-01,-1.170232e-01,5.100358e-03
1.333923e-01,-6.344602e-02,-6.210869e-02,4.974469e-04
1.334229e-01,-3.130527e-02,-2.757731e-02,1.879441e-03
1.334534e-01,7.418929e-02,7.795702e-02,2.257063e-04
1.334839e-01,1.218735e-01,7.586513e-02,1.318579e-03
1.335144e-01,8.673206e-02,6.321627e-02,-2.168737e-03
1.335449e-01,-3.519403e-03,1.216223e-02,2.046397e-04
1.335754e-01,-5.505192e-02,-3.522599e-02,-2.575269e-03
1.336060e-01,-1.160653e-01,-9.048026e-02,-3.439752e-04
1.336365e-01,-9.528631e-02,-8.222757e-02,3.315707e-03
